source target	status
PNKP TUBG1	non_indicated
OFD1 ZFYVE26	non_indicated
OFD1 EZH1	non_indicated
OFD1 NDUFB8	non_indicated
OFD1 LOC100505696	non_indicated
OFD1 ERVK13-1	non_indicated
OFD1 AHSA2	non_indicated
ADSS DDA1	non_indicated
CHD4 ANGEL2	non_indicated
SERPINF1 MGP	non_indicated
SLC25A26 POLR2E	non_indicated
PRSS23 SHROOM4	non_indicated
UBTD2 TMC6	non_indicated
UBTD2 SPAST	non_indicated
UBTD2 GPD2	non_indicated
UBTD2 TMEM135	non_indicated
RAB24 BOK	non_indicated
RAB24 MS4A14	non_indicated
MAGI2 CCDC126	non_indicated
MAGI2 LRRC57	non_indicated
MAGI2 NDUFB6	non_indicated
CLTB LAD1	non_indicated
CLTB MRPL12	non_indicated
C15orf24 RAB7A	non_indicated
C15orf24 GNAI3	non_indicated
C15orf24 XRN2	non_indicated
C15orf24 RPAIN	non_indicated
RHOD CLCN4	non_indicated
CCDC138 UBE3D	non_indicated
TTK PRR11	non_indicated
TTK KIF14	non_indicated
TTK CENPI	non_indicated
TTK DEPDC1	non_indicated
PPP1R12A PALLD	non_indicated
PPP1R12A UBE2B	non_indicated
PPP1R12A MCM9	non_indicated
PPP1R12A USP24	non_indicated
PPP1R12A ASXL2	non_indicated
PPP1R12A ATP6V1C1	non_indicated
PPP1R12A AGK	non_indicated
PPP1R12A EIF4B	non_indicated
LPL SFRP1	non_indicated
LPL IL1RL1	non_indicated
LYPLA1 ORAI1	non_indicated
LYPLA1 ZNF335	non_indicated
LYPLA1 VPS16	non_indicated
LYPLA1 PELP1	non_indicated
LYPLA1 C11orf54	non_indicated
ENTPD6 BAG6	non_indicated
ENTPD6 TMEM129	non_indicated
ENTPD6 AGAP3	non_indicated
ENTPD6 IPO13	non_indicated
ENTPD6 SPDEF	non_indicated
ENTPD6 OSBPL2	non_indicated
RAD51AP1 PAM	non_indicated
LOC642236 LOC283788	non_indicated
KIAA0754 RRN3	non_indicated
KIAA0754 FNTB	non_indicated
FOSL1 EIF2C2	non_indicated
APCDD1 FLT1	non_indicated
ABCA8 SLITRK6	non_indicated
ABCA8 THRB	non_indicated
ABCA8 FIGF	non_indicated
C9orf40 PHEX	non_indicated
KAT6B SP3	non_indicated
EZH1 HEMK1	non_indicated
EZH1 AMT	non_indicated
EZH1 MAMDC4	non_indicated
KPNA2 IDE	non_indicated
KPNA2 RRM2	non_indicated
KPNA2 OAS3	non_indicated
KPNA2 HNRNPD	non_indicated
RARRES2 C1QA	non_indicated
EMP2 POLR3G	non_indicated
EMP2 SLC28A3	non_indicated
FAM13A-AS1 LOC400657	non_indicated
FAM13A-AS1 RAD18	non_indicated
FAM13A-AS1 CTPS1	non_indicated
CCNDBP1 H2AFV	non_indicated
CCNDBP1 DHPS	non_indicated
ZNF548 ALDH3A1	non_indicated
ZNF548 EPHA3	non_indicated
FLJ38717 TRAPPC10	non_indicated
C3orf70 GPC4	non_indicated
C3orf70 ELL2	non_indicated
ITFG3 LAMB3	non_indicated
ITFG3 RXRA	non_indicated
PSMC3 PYCR2	non_indicated
PSMC3 FARSA	non_indicated
PSMC3 CLEC3B	non_indicated
SLC11A1 ARID1B	non_indicated
SLC11A1 LOC100507266	non_indicated
TNFRSF10C HAL	non_indicated
IL10RA SLA	non_indicated
IL6ST MMD	non_indicated
IL6ST SRGAP2P2	non_indicated
IL6ST ITPRIPL2	non_indicated
EIF4E SCFD1	non_indicated
TRIP11 COBLL1	non_indicated
GLIS3-AS1 HRCT1	non_indicated
DAK PEX6	non_indicated
DAK FAM43A	non_indicated
DAK MIR31HG	non_indicated
DAK THBS1	non_indicated
DAK GATA5	non_indicated
CREBRF RRP7A	non_indicated
CREBRF DNAJC30	non_indicated
CREBRF LEPR	non_indicated
CREBRF SNORD104	non_indicated
CD40 TGFB1	non_indicated
LOC283861 N6AMT1	non_indicated
LOC283861 SLC38A11	non_indicated
FAM129C FCRL2	non_indicated
FAM129C CXCL13	non_indicated
FAM129C COL4A3	non_indicated
FAM129C FCRLA	non_indicated
FAM129C CNR1	non_indicated
CDKN2B TRHDE	non_indicated
CDKN2B ISL2	non_indicated
CDKN2B LCORL	non_indicated
CDKN2B SYCP3	non_indicated
CDKN2B RAMP3	non_indicated
C11orf68 FNBP4	non_indicated
KLF9 GFOD1	non_indicated
KLF9 DNAJC13	non_indicated
PACS2 FANCC	non_indicated
PACS2 CDC42SE2	non_indicated
PACS2 HPS1	non_indicated
PACS2 C22orf46	non_indicated
PRKAB2 DHRS1	non_indicated
CD48 MEF2C	non_indicated
CD48 GTSF1	non_indicated
IFI44 EPSTI1	non_indicated
IFI44 IFI44L	non_indicated
FAM167B GYG2	non_indicated
PGAP3 LOC113230	non_indicated
PGAP3 CHKA	non_indicated
TMEM41A PEBP1	non_indicated
TMEM41A SOS2	RASopathy_gene
TMEM41A SOX6	non_indicated
TMEM41A DHRS12	non_indicated
TMEM41A ING2	non_indicated
TMEM41A CREB3L3	non_indicated
TMEM41A LINC00483	non_indicated
TMEM41A ANKS4B	non_indicated
TMEM41A DCAF11	non_indicated
CCNL2 RBM5	non_indicated
LLGL2 CAPN5	non_indicated
LLGL2 RAB25	non_indicated
LLGL2 ELMO3	non_indicated
SLC1A1 RALGPS1	non_indicated
SLC1A1 FRMD3	non_indicated
SLC1A1 MPP5	non_indicated
SLC1A1 CYP51A1	non_indicated
SLC1A1 PDZK1P1	non_indicated
SLC1A1 IGSF3	non_indicated
SLC1A1 EPT1	non_indicated
MYH3 INPP5E	non_indicated
MYH3 GSTM1	non_indicated
ACVR2A PRPF39	non_indicated
ACVR2A FOXP2	non_indicated
ACVR2A HEPH	non_indicated
ACVR2A TSHZ1	non_indicated
ACVR2A KL	non_indicated
ACVR2A DDHD2	non_indicated
FOXA2 C5orf58	non_indicated
PTPRG CAMSAP2	non_indicated
SLC36A4 AHI1	non_indicated
SLC36A4 C1orf186	non_indicated
PLA2G4C CCL14	non_indicated
ATP2A3 GPAT2	non_indicated
PERP MUC13	non_indicated
UCKL1 EXOC3	non_indicated
FAM47E DNAH7	non_indicated
CDH1 LRRC6	non_indicated
ARHGAP15 BIRC3	non_indicated
ARHGAP15 TNFSF8	non_indicated
RUFY3 ZC3H11A	non_indicated
RUFY3 PIEZO2	non_indicated
RUFY3 GTF3C3	non_indicated
GRHL1 SLC16A2	non_indicated
RFT1 TAGLN2	non_indicated
RFT1 NXT1	non_indicated
RFT1 ANGEL1	non_indicated
OGFRL1 USP48	non_indicated
HEMK1 DFNB59	non_indicated
C17orf96 S1PR2	non_indicated
LOC100289230 LOC147670	non_indicated
PLA2R1 CACNA1A	non_indicated
PLA2R1 ACTG1P4	non_indicated
PLA2R1 EIF2C1	non_indicated
PLA2R1 LOC100130856	non_indicated
CAMK1 RAB11B-AS1	non_indicated
CAMK1 TCEA1	non_indicated
CAMK1 COPB1	non_indicated
CAMK1 BCL2L13	non_indicated
CAMK1 NCOA2	non_indicated
DUOX2 DUOXA2	non_indicated
DUOX2 THNSL2	non_indicated
DUOX2 CLCA4	non_indicated
DUOX2 BAIAP2L1	non_indicated
DUOX2 NCOA7	non_indicated
DUOX2 ALDH1A2	non_indicated
IGFBP5 CA7	non_indicated
PUM1 MAP2K5	non_indicated
PUM1 GRSF1	non_indicated
PUM1 DHFR	non_indicated
ZDHHC23 USP54	non_indicated
PPIG KIAA1033	non_indicated
FAM43A HDAC9	non_indicated
FAM43A SLC44A2	non_indicated
SEC24A FUT8	non_indicated
SAYSD1 CGREF1	non_indicated
SAYSD1 NYNRIN	non_indicated
CYB5A PECR	non_indicated
CYB5A MNX1	non_indicated
CEP104 AGFG1	non_indicated
MARS2 CAP2	non_indicated
GPX8 BACE2	non_indicated
GPX8 LOC100289094	non_indicated
GPX8 SLC39A8	non_indicated
GPX8 RAB3B	non_indicated
GPX8 NR4A2	non_indicated
GRK5 VPS53	non_indicated
PHF20L1 YAF2	non_indicated
ZNF33B TNNI3K	non_indicated
LTBP2 TCF7L1	non_indicated
LTBP2 HABP4	non_indicated
LTBP2 SYNE1	non_indicated
LTBP2 NXN	non_indicated
SRM MAP3K13	non_indicated
SERPINB6 TK2	non_indicated
SERPINB6 CMIP	non_indicated
FBXO16 LOC100505592	non_indicated
LGALS9 HMBS	non_indicated
LGALS9 RAG1	non_indicated
CCK ONECUT2	non_indicated
CCK PAQR7	non_indicated
C6orf89 MYO10	non_indicated
C6orf89 ZC3H7A	non_indicated
FER1L4 SLC17A9	non_indicated
FER1L4 AMPD1	non_indicated
FER1L4 DERL3	non_indicated
FER1L4 SPAG4	non_indicated
ALDH18A1 C9orf85	non_indicated
ALDH18A1 PDCD6IP	non_indicated
ALDH18A1 EXT1	non_indicated
ALDH18A1 LOC100506963	non_indicated
ALDH18A1 LGALSL	non_indicated
SIGLEC6 CUL5	non_indicated
LOC100507297 HCG27	non_indicated
FANCG LRP8	non_indicated
SNAI2 SCARA5	non_indicated
ZNF493 EML6	non_indicated
TPP1 PDE4DIP	non_indicated
TPP1 CD74	non_indicated
TRPM6 RPS6KA2	non_indicated
TRPM6 TPST1	non_indicated
TMEM61 LOC100506542	non_indicated
WDR5 LOC100506476	non_indicated
GPR112 LOC729083	non_indicated
GPR112 SLC13A2	non_indicated
ALOX5 LAYN	non_indicated
PIP4K2A STX2	non_indicated
SOAT1 MYOT	non_indicated
SOAT1 ZNF124	non_indicated
ENPP1 ANKFN1	non_indicated
ENPP1 PHOSPHO2	non_indicated
ENPP1 MMP28	non_indicated
NDOR1 CPSF3L	non_indicated
NDOR1 IL17RE	non_indicated
OASL PHLDA2	non_indicated
GARS FOCAD	non_indicated
GARS SETDB2	non_indicated
GARS CRELD2	non_indicated
GARS GCN1L1	non_indicated
GARS DUSP8	non_indicated
GARS TTL	non_indicated
GARS NUP98	non_indicated
PLA2G2D CETP	non_indicated
PLA2G2D HTRA4	non_indicated
RABL5 DPCD	non_indicated
RABL5 GFPT1	non_indicated
FCHO1 CCDC122	non_indicated
LOC100505908 LOC100509323	non_indicated
CXCL17 GKN1	non_indicated
CXCL17 DPCR1	non_indicated
CHMP3 LOC338651	non_indicated
APOBEC1 NLRP6	non_indicated
APOBEC1 LOC728613	non_indicated
APOBEC1 CDCA3	non_indicated
APOBEC1 LRRC28	non_indicated
APOBEC1 TIGD2	non_indicated
TAOK2 SPSB1	non_indicated
RRM2 MCM10	non_indicated
RRM2 BIRC5	non_indicated
USP6NL SLC15A4	non_indicated
FUT8 CHD2	non_indicated
ERN1 EGFLAM	non_indicated
MMP1 KIAA1456	non_indicated
AGXT2 KCNH6	non_indicated
AGXT2 TCN2	non_indicated
ZBED6 RPP14	non_indicated
PROSC PDXDC1	non_indicated
ECSIT COMMD4	non_indicated
DNPEP ATP5SL	non_indicated
DNPEP GOT1	non_indicated
TTC33 TRIM66	non_indicated
GOLM1 ITGB6	non_indicated
ODC1 GTPBP4	non_indicated
ODC1 FEN1	non_indicated
ODC1 NME1	non_indicated
PIK3R1 CAND1	non_indicated
PIK3R1 RBM43	non_indicated
PIK3R1 COL9A2	non_indicated
PIK3R1 SLC45A4	non_indicated
FOXD1 CRABP1	non_indicated
WNT3 AGPAT4	non_indicated
WNT3 NUPR1	non_indicated
EIF2D SPIN2A	non_indicated
EIF2D SPATA7	non_indicated
UAP1L1 KLHDC8B	non_indicated
UAP1L1 SUSD1	non_indicated
UAP1L1 MGC16121	non_indicated
LOC100505549 C12orf42	non_indicated
LOC100505549 MYCBP2	non_indicated
AGPAT2 BLVRB	non_indicated
LOC285359 SMAD2	non_indicated
DIP2C SLFNL1	non_indicated
RPS6KB1 IPP	non_indicated
RPS6KB1 CYB5R3	non_indicated
RPS6KB1 SF3B1	non_indicated
NPC1L1 GIP	non_indicated
NPC1L1 TTBK1	non_indicated
NPC1L1 CYP2B7P1	non_indicated
TPRN RARA	non_indicated
TPRN C17orf28	non_indicated
S100P CKAP4	non_indicated
S100P LOC100652777	non_indicated
S100P GRIN2D	non_indicated
S100P TFF2	non_indicated
S100P D4S234E	non_indicated
SCN4B LRRN3	non_indicated
DPY19L1 FBN2	non_indicated
MFI2-AS1 CAPS	non_indicated
MFI2-AS1 MTMR9LP	non_indicated
MUSTN1 SLIT3	non_indicated
CLEC4E CTHRC1	non_indicated
CLEC4E PLA2G7	non_indicated
CLEC4E SLC15A3	non_indicated
CLEC4E MMP19	non_indicated
CLEC4E SLC1A3	non_indicated
CLEC4E RAB31	non_indicated
CLEC4E TLR8	non_indicated
TMEM25 C5orf4	non_indicated
KCNE4 UPK3A	non_indicated
CNEP1R1 AIMP1	non_indicated
CNEP1R1 CMC1	non_indicated
CNEP1R1 DDX59	non_indicated
ENTPD1 CTSB	non_indicated
ENTPD1 PION	non_indicated
SSFA2 YTHDF3	non_indicated
SSFA2 BMP2	non_indicated
SSFA2 TRMT10A	non_indicated
SSFA2 LOC100505501	non_indicated
ITIH5 NCAM1	non_indicated
ITIH5 FGD5	non_indicated
ATP11B EFNA2	non_indicated
ATP11B PARVA	non_indicated
SLC9A3R1 MOGAT2	non_indicated
SLC9A3R1 LYRM4	non_indicated
SLC9A3R1 ANO10	non_indicated
SLC9A3R1 CD59	non_indicated
SLC9A3R1 EPB41L3	non_indicated
ITGB2 PTAFR	non_indicated
ITGB2 BATF3	non_indicated
GPAA1 ZNF341	non_indicated
CATSPER2 LOC100272217	non_indicated
LYVE1 GABRB2	non_indicated
LYVE1 RELN	non_indicated
BPIFB1 PGC	non_indicated
BPIFB1 CXCL17	non_indicated
BPIFB1 MSMB	non_indicated
BPIFB1 MUC6	non_indicated
BPIFB1 CLDN18	non_indicated
CITED2 TMEM133	non_indicated
CITED2 TRIM32	non_indicated
CITED2 STK17B	non_indicated
PRPS2 PTGER2	non_indicated
PRPS2 RAB28	non_indicated
PRPS2 TMEM170B	non_indicated
DVL1 C16orf53	non_indicated
DVL1 CDA	non_indicated
CIZ1 SMARCA4	non_indicated
SETDB2 LOC644656	non_indicated
BUB3 ANKLE2	non_indicated
NAT8B LRAT	non_indicated
NAT8B NAT8	non_indicated
NAT8B G6PC	non_indicated
HK1 SSX2IP	non_indicated
HK1 OR7E37P	non_indicated
CENPW ALYREF	non_indicated
LOC100287723 CYAT1	non_indicated
LOC100287723 LOC100130100	non_indicated
LOC100287723 IGLV1-44	non_indicated
USP11 DGCR8	non_indicated
TRMT6 UQCRB	non_indicated
ZFYVE1 HERC6	non_indicated
TRPC1 NBEA	non_indicated
SEC24D TBC1D30	non_indicated
SUGP1 IDH3G	non_indicated
SUGP1 C4orf48	non_indicated
SUGP1 APOA1BP	non_indicated
TRIO ARMC9	non_indicated
ADAMTS2 COL5A2	non_indicated
ADAMTS2 ZNF469	non_indicated
SLC44A4 SLC44A3	non_indicated
GZMA FASLG	non_indicated
PPP1R7 CHD4	non_indicated
PPP1R7 RUVBL2	non_indicated
PPP1R7 ASCC2	non_indicated
PPP1R7 HDLBP	non_indicated
PPP1R7 BRMS1	non_indicated
PPP1R7 TAZ	non_indicated
PPP1R7 DDAH2	non_indicated
RASGEF1A SNX29P1	non_indicated
CBX4 CDK2	non_indicated
MAB21L2 TNS1	non_indicated
MAB21L2 TBXA2R	non_indicated
ARHGDIB CD48	non_indicated
ARHGDIB DNASE2	non_indicated
ARHGDIB LCP1	non_indicated
ARHGDIB VIM	non_indicated
ARHGDIB GIMAP1-GIMAP5	non_indicated
ARHGDIB PTPRC	non_indicated
FKBP8 KIAA1715	non_indicated
COL7A1 TMEM132A	non_indicated
CIAPIN1 RBM45	non_indicated
CIAPIN1 POLDIP3	non_indicated
CIAPIN1 NEK6	non_indicated
LRRC19 PCLO	non_indicated
LOC100507239 OGFOD1	non_indicated
KIAA0146 MXD1	non_indicated
PPP1R16A ACOT11	non_indicated
CDH5 JAM2	non_indicated
CDH5 SHANK3	non_indicated
MIOS RAB24	non_indicated
MIOS TNFRSF1B	non_indicated
MIOS MX1	non_indicated
CHD7 LOC442075	non_indicated
AGER FBXO33	non_indicated
LOC100653004 LOC100131564	non_indicated
HNF4G CRYZ	non_indicated
HNF4G SEMA6D	non_indicated
HNF4G KAT2B	non_indicated
HNF4G ANO6	non_indicated
HNF4G AP1AR	non_indicated
HNF4G SSTR1	non_indicated
HNF4G KCTD3	non_indicated
HNF4G NEDD4	non_indicated
HNF4G VPS13A	non_indicated
HNF4G ZNF711	non_indicated
HNF4G TNIK	non_indicated
HNF4G C9orf64	non_indicated
HNF4G CYP2E1	non_indicated
HNF4G GDPD1	non_indicated
GDAP2 KAT6A	non_indicated
GDAP2 LOC100506195	non_indicated
GDAP2 ITPK1-AS1	non_indicated
GDAP2 VPS35	non_indicated
GDAP2 TMX4	non_indicated
GON4L RNF213	non_indicated
GON4L TBC1D1	non_indicated
PLEKHA8P1 SNX19	non_indicated
PLEKHA8P1 LRRC27	non_indicated
SYNGR2 SIM2	non_indicated
SYNGR2 LOC158960	non_indicated
SCG2 PIK3C2G	non_indicated
TMEM56 LOC647859	non_indicated
TMEM56 ZNF57	non_indicated
TMEM56 GCOM1	non_indicated
TMEM56 DPF3	non_indicated
TMEM56 FRMD1	non_indicated
TMEM56 KIF16B	non_indicated
TMEM56 MICAL3	non_indicated
S100A13 C7orf55	non_indicated
S100A13 SELM	non_indicated
FXYD5 C4A	non_indicated
FXYD5 SPOCK2	non_indicated
FXYD5 LOC390940	non_indicated
FXYD5 PITPNC1	non_indicated
CXCR4 C16orf54	non_indicated
ILVBL SHF	non_indicated
ZNF581 R3HCC1	non_indicated
GBF1 ARHGEF5	non_indicated
GGT1 AATK	non_indicated
GGT1 MLXIPL	non_indicated
GGT1 GGTLC1	non_indicated
BTF3L4 ARL2BP	non_indicated
BTF3L4 AURKAPS1	non_indicated
RALA CXorf38	non_indicated
DUOXA1 DUOXA2	non_indicated
DUOXA1 CD55	non_indicated
DUOXA1 PDZK1IP1	non_indicated
DUOXA1 GPR110	non_indicated
DUOXA1 DEFB4A	non_indicated
ZFYVE28 SORT1	non_indicated
MED25 HYMAI	non_indicated
MED25 MDC1	non_indicated
LOC339166 TINAG	non_indicated
LCN2 NOS2	non_indicated
HAPLN3 FSCN1	non_indicated
HAPLN3 BST2	non_indicated
HAPLN3 C17orf96	non_indicated
HAPLN3 SOCS1	non_indicated
HAPLN3 NFAM1	non_indicated
HAPLN3 RILPL2	non_indicated
HAPLN3 PIM2	non_indicated
CHPT1 HIST1H2AC	non_indicated
MID1IP1 MYADM	non_indicated
MID1IP1 MEGF9	non_indicated
MUC12 HOXA13	non_indicated
NUDT22 PCMTD1	non_indicated
LOC692247 ZNF20	non_indicated
CGGBP1 ARIH1	non_indicated
CGGBP1 ADSSL1	non_indicated
PARP8 CNPY3	non_indicated
PARP8 CEP19	non_indicated
ZNF468 C5orf30	non_indicated
APPL2 AGAP1	non_indicated
APPL2 PAPSS2	non_indicated
APPL2 XK	non_indicated
APPL2 BCAR3	non_indicated
APPL2 IL7	non_indicated
NCOA3 RPS27	non_indicated
NCOA3 EPHA1-AS1	non_indicated
WDR1 NADK	non_indicated
WDR1 DPP3	non_indicated
WDR1 RNASEH2A	non_indicated
LTK VPS37D	non_indicated
L3MBTL3 FAM118A	non_indicated
HOXA10 HOXA-AS4	non_indicated
BAIAP2L2 DCBLD2	non_indicated
APBA3 MIR4448	non_indicated
C1QTNF1 ZFP57	non_indicated
KCNN4 GJB3	non_indicated
GNAS ANKRD36B	non_indicated
ITCH CLCN3	non_indicated
ITCH KDM3B	non_indicated
ITCH C3orf38	non_indicated
CRIP1 RHOD	non_indicated
CRIP1 TPPP	non_indicated
RARRES1 HSD3B2	non_indicated
CA7 BEST4	non_indicated
MRPL47 PLBD1	non_indicated
MRPL47 VDAC3	non_indicated
SURF6 BAG1	non_indicated
EFNA2 SLC25A13	non_indicated
CDHR1 EEF2K	non_indicated
CDHR1 C10orf99	non_indicated
CDHR1 WNK2	non_indicated
CDHR1 CPNE2	non_indicated
CDHR1 ZNF439	non_indicated
SEPT1 RLTPR	non_indicated
ZEB1 FZD10	non_indicated
ZEB1 RAPGEF6	non_indicated
RASGRP2 MAP4K1	non_indicated
RASGRP2 CYP27C1	non_indicated
RASGRP2 CCL19	non_indicated
RASGRP2 NUP210	non_indicated
RASGRP2 FAM153A	non_indicated
PER3 NR1D2	non_indicated
FLJ31306 FGF13	non_indicated
FLJ31306 ZFAND6	non_indicated
C5orf20 RHBDF2	non_indicated
ADAM9 PAOX	non_indicated
ADAM9 IQGAP1	non_indicated
ADAM9 NAT1	non_indicated
ADAM9 TNFRSF21	non_indicated
ADAM9 FAM199X	non_indicated
TRIM32 RERE	non_indicated
FAM149B1 ZFYVE28	non_indicated
FAM149B1 DGCR14	non_indicated
GPRIN2 KBTBD12	non_indicated
POLRMT PRR24	non_indicated
POLRMT HEATR7A	non_indicated
POLRMT LOC100506234	non_indicated
POLRMT PNPLA6	non_indicated
PIAS2 PSMG1	non_indicated
UTP14A ODC1	non_indicated
UTP14A TCF19	non_indicated
UTP14A PUSL1	non_indicated
UTP14A KAT5	non_indicated
UTP14A PDIA5	non_indicated
PRKRA SMARCC2	non_indicated
PRKRA ZNF37A	non_indicated
BHLHE40 TRIB1	non_indicated
BHLHE40 LOXL1-AS1	non_indicated
AMIGO3 C3orf75	non_indicated
DUSP3 GLB1L	non_indicated
MARCH1 TNFAIP8	non_indicated
MARCH1 ERMN	non_indicated
ADAM19 KMO	non_indicated
ADAM19 HLA-DOB	non_indicated
STAG3 LOC283174	non_indicated
KDM5A LYRM7	non_indicated
DNAJB6 DIRC2	non_indicated
CCR2 CD163	non_indicated
CCR2 TMEM206	non_indicated
LOC221272 ZNF814	non_indicated
SLC25A20 SLCO2B1	non_indicated
SLC25A20 TMEM51	non_indicated
SLC25A20 MOCOS	non_indicated
SLC25A20 SLX1A	non_indicated
SLC25A20 GSTM3	non_indicated
AHCYL1 C4orf3	non_indicated
AHCYL1 C15orf39	non_indicated
AHCYL1 LOC648771	non_indicated
HRSP12 IGFBP3	non_indicated
BLM NLE1	non_indicated
CEP85L CHRM3-AS2	non_indicated
CEP85L CLUAP1	non_indicated
TBC1D4 METTL8	non_indicated
TBC1D4 IKZF2	non_indicated
TBC1D4 PHF20	non_indicated
TBC1D4 ETS1	non_indicated
KCTD9 DLAT	non_indicated
KCTD9 C5orf22	non_indicated
ARL6IP4 DR1	non_indicated
ARL6IP4 FOXL1	non_indicated
ARL6IP4 FGD6	non_indicated
USP37 VIL1	non_indicated
RBM10 GPAA1	non_indicated
KPNA4 LUC7L2	non_indicated
KPNA4 SLC30A7	non_indicated
ZFP106 LRP6	non_indicated
ZFP106 CDCP1	non_indicated
ZNF451 FOXO3	non_indicated
ZNF451 DCAF16	non_indicated
ZNF451 ATP6V1H	non_indicated
ZNF451 ZNF397	non_indicated
ERP27 DDX50	non_indicated
ERP27 LOC386758	non_indicated
ERP27 NFATC2	non_indicated
AAGAB PKNOX1	non_indicated
AAGAB DMXL2	non_indicated
AAGAB SSR1	non_indicated
PANK3 ATP2B1	non_indicated
PANK3 MB21D1	non_indicated
PANK3 RASL12	non_indicated
PRKAR2B TMEM47	non_indicated
PRKAR2B MSRB3	non_indicated
SDR16C5 GABRP	non_indicated
ATP10B UCA1	non_indicated
HGD STXBP6	non_indicated
DUSP1 HBB	non_indicated
DUSP1 CPEB2	non_indicated
SRGN BTG2	non_indicated
SRGN TAGAP	non_indicated
ASXL2 SLAMF9	non_indicated
ASXL2 SLIT2	non_indicated
ASXL2 NCEH1	non_indicated
ASXL2 LARP7	non_indicated
ASXL2 C2orf49	non_indicated
ASXL2 LOC100505725	non_indicated
ASXL2 TTLL5	non_indicated
ASXL2 FCF1	non_indicated
ASXL2 ZNHIT6	non_indicated
LOC100506777 LMBRD1	non_indicated
ZNF642 CRYBB2P1	non_indicated
ZNF642 RPL17	non_indicated
ZNF642 SYNCRIP	non_indicated
ZNF642 ZNF573	non_indicated
LCT RGN	non_indicated
LCT LOC389023	non_indicated
NET1 GALNT7	non_indicated
NET1 DPP7	non_indicated
VPREB3 GP1BA	non_indicated
VPREB3 LTF	non_indicated
VPREB3 BCAS4	non_indicated
VPREB3 AFAP1-AS1	non_indicated
VPREB3 SNX29	non_indicated
VPREB3 CCL21	non_indicated
ZFP82 CCDC80	non_indicated
ZFP82 ZNF331	non_indicated
AEBP1 CD34	non_indicated
AEBP1 ARHGEF10	non_indicated
AEBP1 ADCY4	non_indicated
AEBP1 MRVI1	non_indicated
MIA-RAB4B SLC25A35	non_indicated
SLC25A36 MARCH6	non_indicated
SLC25A36 JMJD1C	non_indicated
SLC25A36 RAPGEF5	non_indicated
SLC25A36 ZNF507	non_indicated
METAP1D PRKAG2-AS1	non_indicated
PTGS2 DCUN1D3	non_indicated
ZNF93 ERC1	non_indicated
ZNF93 SLC29A4	non_indicated
CRELD2 SERPINB8	non_indicated
CRELD2 NAP1L5	non_indicated
CRELD2 CLPB	non_indicated
CRELD2 CASP5	non_indicated
CRELD2 SPCS3	non_indicated
CRELD2 LOC100506668	non_indicated
ELTD1 CYYR1	non_indicated
ELTD1 TEK	non_indicated
ELTD1 FAM65C	non_indicated
ELTD1 C13orf44-AS1	non_indicated
DNAJB12 TMEM140	non_indicated
DNAJB12 C14orf102	non_indicated
AKAP9 OTUD7B	non_indicated
AKAP9 GPR107	non_indicated
TCP11L2 CDK3	non_indicated
PGM3 ANXA3	non_indicated
PGM3 ALG5	non_indicated
PGM3 ILF3	non_indicated
PGM3 SNRPD1	non_indicated
PGM3 C1QBP	non_indicated
PGM3 USP31	non_indicated
ACAP2 TROVE2	non_indicated
ACAP2 PIM1	non_indicated
ACTG2 HSPB6	non_indicated
CD93 COL4A1	non_indicated
CD93 SELP	non_indicated
CD93 GJA5	non_indicated
CD93 STC1	non_indicated
CD93 CLIC4	non_indicated
BOP1 DHRS13	non_indicated
BOP1 AIFM2	non_indicated
RQCD1 FBXO28	non_indicated
RQCD1 PPP3R1	non_indicated
RQCD1 SYPL1	non_indicated
TNFAIP8L2 CD40	non_indicated
TNFAIP8L2 CD4	non_indicated
TNFAIP8L2 HCG26	non_indicated
TNFAIP8L2 SLAMF1	non_indicated
CAPRIN2 ADCY10P1	non_indicated
CAPRIN2 LOC100507100	non_indicated
CAPRIN2 ADAT2	non_indicated
CAPRIN2 C6orf70	non_indicated
VPS26B ING4	non_indicated
ABCA5 C1QTNF1	non_indicated
CCDC64B TJP1	non_indicated
SHC2 COL23A1	non_indicated
GMPPA HSPBP1	non_indicated
GMPPA MIR3661	non_indicated
GMPPA CYHR1	non_indicated
GMPPA CC2D1A	non_indicated
PLCL2 FUT10	non_indicated
PGM5 LYVE1	non_indicated
PGM5 REEP1	non_indicated
PGM5 LOC100653336	non_indicated
RGP1 DVL1	non_indicated
RGP1 TNRC18	non_indicated
RGP1 RGS12	non_indicated
RGP1 CLN6	non_indicated
TEX10 TEFM	non_indicated
TEX10 CCDC144A	non_indicated
HIST1H3E LOC730091	non_indicated
SPIB GP2	non_indicated
RBM43 LOC401074	non_indicated
OGG1 SLC25A45	non_indicated
OGG1 LOC202781	non_indicated
GTF2H4 CXorf40A	non_indicated
GTF2H4 ABCB6	non_indicated
GTF2H4 DNAJB14	non_indicated
GTF2H4 ENAH	non_indicated
GTF2H4 HEXIM2	non_indicated
GTF2H4 CABLES1	non_indicated
GTF2H4 PXN-AS1	non_indicated
GTF2H4 JMJD6	non_indicated
GTF2H4 DHX8	non_indicated
PKN2 RNPC3	non_indicated
PKN2 PAMR1	non_indicated
PKN2 CACNA1D	non_indicated
ERRFI1 GPR126	non_indicated
FAM65C NID2	non_indicated
B3GNTL1 SBNO2	non_indicated
KLC1 ZNF300P1	non_indicated
KLC1 RNF135	non_indicated
SURF1 SAMM50	non_indicated
SURF1 WDR45	non_indicated
