source	target	status
USP30	PHF7	non_indicated
USP30	PLA2G12A	non_indicated
USP30	ARHGEF37	non_indicated
USP30	EDN1	non_indicated
USP30	ANKMY2	non_indicated
USP30	ZNF16	non_indicated
ACACB	MAGI1	non_indicated
KCTD10	CPM	non_indicated
KCTD10	GNPTAB	non_indicated
KCTD10	PNPLA8	non_indicated
UBE3B	COG1	non_indicated
UBE3B	NCBP1	non_indicated
TCHP	IPO9	non_indicated
ANKRD13A	OSBPL9	non_indicated
ANKRD13A	OSBPL11	non_indicated
ANKRD13A	RRM2B	non_indicated
ATP2A2	EIF4G1	non_indicated
PPTC7	MAML2	non_indicated
PPTC7	ASB7	non_indicated
PPTC7	GNA13	non_indicated
PPTC7	C5orf51	non_indicated
PPTC7	MLL5	non_indicated
TCTN1	RABL5	non_indicated
HVCN1	HHEX	non_indicated
HVCN1	HLA-DOB	non_indicated
HVCN1	BTK	non_indicated
FAM109A	KCNK5	non_indicated
SH2B3	CCNJ	non_indicated
SH2B3	RASGEF1B	non_indicated
ATXN2	ARNT	non_indicated
ATXN2	NUP214	non_indicated
ADAM1A	ZNF223	non_indicated
ADAM1A	ZNF137P	non_indicated
ADAM1A	CCDC146	non_indicated
HECTD4	LOC730183	non_indicated
HECTD4	GSE1	non_indicated
HECTD4	MAVS	non_indicated
PTPN11	ATF6	RASopathy_gene
PTPN11	DDX21	RASopathy_gene
PTPN11	MCMBP	RASopathy_gene
PTPN11	IPO7	RASopathy_gene
PTPN11	SPTY2D1	RASopathy_gene
PTPN11	NUPL1	RASopathy_gene
PTPN11	EAF1	RASopathy_gene
PTPN11	PPP4R2	RASopathy_gene
PTPN11	MFAP3	RASopathy_gene
PTPN11	KCTD20	RASopathy_gene
PTPN11	RPL7L1	RASopathy_gene
PTPN11	LMBR1	RASopathy_gene
PTPN11	DCAF12	RASopathy_gene
PTPN11	MBTPS2	RASopathy_gene
OAS3	RSAD2	non_indicated
OAS2	IFI44L	non_indicated
OAS2	MX2	non_indicated
DTX1	S100A1	non_indicated
DTX1	ASB2	non_indicated
DTX1	SPIB	non_indicated
DTX1	GCSAM	non_indicated
C12orf52	ASB13	non_indicated
TPCN1	TSC2	non_indicated
TPCN1	KIAA0556	non_indicated
TPCN1	SUN1	non_indicated
PLBD2	SLC38A7	non_indicated
TBX3	SLC36A1	non_indicated
MED13L	FAM168A	non_indicated
MED13L	RSF1	non_indicated
MED13L	KDM5A	non_indicated
MED13L	ZC3H13	non_indicated
MED13L	GPATCH2L	non_indicated
MED13L	RNF111	non_indicated
MED13L	ZNF791	non_indicated
MED13L	BMP2K	non_indicated
C12orf49	NEK6	non_indicated
FBXO21	SDPR	non_indicated
RFC5	GART	non_indicated
VSIG10	SLC1A1	non_indicated
PEBP1	MS4A8B	non_indicated
PEBP1	NAT8B	non_indicated
PEBP1	IDNK	non_indicated
TAOK3	UBXN2A	non_indicated
TAOK3	ITSN1	non_indicated
HSPB8	CSRP2	non_indicated
HSPB8	PDLIM3	non_indicated
HSPB8	HABP4	non_indicated
HSPB8	LPAR1	non_indicated
CCDC64	LOC100131096	non_indicated
RAB35	HIVEP3	non_indicated
RAB35	DHX35	non_indicated
MLEC	EPHB2	non_indicated
MLEC	MMACHC	non_indicated
MLEC	GNPNAT1	non_indicated
MLEC	RAB15	non_indicated
MLEC	CEP70	non_indicated
MLEC	SRPK1	non_indicated
MLEC	PREP	non_indicated
MLEC	GPC4	non_indicated
MLEC	BRCC3	non_indicated
ACADS	ELMO3	non_indicated
ACADS	RILP	non_indicated
ACADS	HOXB7	non_indicated
ACADS	STAP2	non_indicated
ACADS	CEBPA-AS1	non_indicated
ACADS	B3GNT8	non_indicated
ACADS	CBLC	non_indicated
ACADS	GJB1	non_indicated
HNF1A	USH1C	non_indicated
HNF1A	GRB7	non_indicated
HNF1A	SOWAHA	non_indicated
KDM2B	IRF8	non_indicated
LOC338799	SPRN	non_indicated
LOC338799	DICER1-AS1	non_indicated
LOC338799	CEMP1	non_indicated
LOC338799	WBP1	non_indicated
SETD1B	PTPN23	non_indicated
BCL7A	SIAH2	non_indicated
CLIP1	NFXL1	non_indicated
RSRC2	PARP2	non_indicated
KNTC1	USP48	non_indicated
KNTC1	SPATS2	non_indicated
KNTC1	NUP107	non_indicated
KNTC1	GEN1	non_indicated
KNTC1	UTP15	non_indicated
KNTC1	SPDL1	non_indicated
KNTC1	OSBPL3	non_indicated
HCAR3	HCAR2	non_indicated
HCAR3	FFAR2	non_indicated
HCAR3	IL8	non_indicated
HIP1R	TEP1	non_indicated
HIP1R	EPHA1	non_indicated
SBNO1	ATP2B1	non_indicated
GTF2H3	PRMT3	non_indicated
GTF2H3	FCF1	non_indicated
GTF2H3	C5orf22	non_indicated
GTF2H3	SRFBP1	non_indicated
ZNF664	RNF141	non_indicated
ZNF664	PPM1A	non_indicated
ZNF664	ABAT	non_indicated
ZNF664	CYBA	non_indicated
ZNF664	TNFRSF11A	non_indicated
ZNF664	EPT1	non_indicated
ZNF664	PPARA	non_indicated
ZNF664	PLD1	non_indicated
ZNF664	RAB11FIP1	non_indicated
ZNF664	MOB3B	non_indicated
ZNF664	FANCC	non_indicated
NCOR2	PIAS4	non_indicated
SLC15A4	S1PR3	non_indicated
ULK1	JAG2	non_indicated
EP400	ZNF142	non_indicated
EP400	SON	non_indicated
DDX51	KAT2A	non_indicated
FBRSL1	ULK1	non_indicated
POLE	CENPJ	non_indicated
POLE	MYO19	non_indicated
POLE	DOT1L	non_indicated
POLE	SNORA63	non_indicated
POLE	TONSL	non_indicated
PXMP2	CAMK2N1	non_indicated
PXMP2	PHGR1	non_indicated
ZNF84	ZNF525	non_indicated
ZMYM2	ZNF280D	non_indicated
ZMYM2	METTL4	non_indicated
ZMYM2	PIAS2	non_indicated
ZMYM2	PAPD4	non_indicated
ZMYM2	PCMTD1	non_indicated
ZMYM2	PTAR1	non_indicated
CRYL1	AKR1C3	non_indicated
CRYL1	CRADD	non_indicated
CRYL1	NR1H4	non_indicated
CRYL1	BLVRB	non_indicated
CRYL1	HOXD1	non_indicated
XPO4	DCHS1	non_indicated
XPO4	DHX57	non_indicated
XPO4	SMARCAD1	non_indicated
XPO4	PRKDC	non_indicated
LATS2	PMEPA1	non_indicated
ZDHHC20	TMTC3	non_indicated
ZDHHC20	IMPACT	non_indicated
ZDHHC20	HNRPLL	non_indicated
ZDHHC20	ARL15	non_indicated
ZDHHC20	SCAMP1	non_indicated
ZDHHC20	CSNK1A1	non_indicated
ZDHHC20	MFAP3	non_indicated
ZDHHC20	BNIP3L	non_indicated
PARP4	MAPK8	non_indicated
PARP4	HERC3	non_indicated
PARP4	SNX9	non_indicated
PABPC3	LOC100130331	non_indicated
PABPC3	CSNK2A2	non_indicated
MTMR6	ATP13A3	non_indicated
NUPL1	SDE2	non_indicated
RNF6	UBQLN1	non_indicated
USP12	RPS6KA5	non_indicated
USP12	CAB39	non_indicated
USP12	OXSR1	non_indicated
LNX2	RASSF6	non_indicated
CDX2	SESN2	non_indicated
PAN3	S100PBP	non_indicated
PAN3	ZNF84	non_indicated
PAN3	ZBTB25	non_indicated
PAN3	LOC100130744	non_indicated
FLT1	NRP1	non_indicated
UBL3	STXBP3	non_indicated
ALOX5AP	ADAM8	non_indicated
HSPH1	CHORDC1	non_indicated
HSPH1	DNAJA1	non_indicated
STARD13	CTTNBP2NL	non_indicated
STARD13	NID2	non_indicated
STARD13	PDZRN3	non_indicated
RFC3	C4orf46	non_indicated
RFC3	DBF4	non_indicated
SUPT20H	SRSF11	non_indicated
SUPT20H	KIAA0146	non_indicated
UFM1	COX18	non_indicated
UFM1	PIGA	non_indicated
PROSER1	KDM5B	non_indicated
PROSER1	FBXW8	non_indicated
SLC25A15	SMPD3	non_indicated
ELF1	CBLL1	non_indicated
MTRF1	USP21	non_indicated
NAA16	ZNF25	non_indicated
NAA16	INTS2	non_indicated
RGCC	CLEC1A	non_indicated
AKAP11	RBM26	non_indicated
AKAP11	VPS13C	non_indicated
AKAP11	MORC3	non_indicated
AKAP11	ATRX	non_indicated
EPSTI1	IFI44	non_indicated
EPSTI1	IFIT3	non_indicated
EPSTI1	XAF1	non_indicated
EPSTI1	USP18	non_indicated
EPSTI1	FGL2	non_indicated
KIAA1704	TTC21B	non_indicated
COG3	ZDHHC13	non_indicated
COG3	LRIG3	non_indicated
COG3	BTBD3	non_indicated
COG3	CCDC125	non_indicated
COG3	SLC37A3	non_indicated
ZC3H13	SRGAP2D	non_indicated
LCP1	IFI16	non_indicated
LCP1	PTPRC	non_indicated
LCP1	PIK3AP1	non_indicated
LCP1	GSTO2	non_indicated
LCP1	COTL1	non_indicated
LCP1	PNRC1	non_indicated
KIAA0226L	AMN1	non_indicated
LRCH1	CXCR7	non_indicated
NUDT15	MYCBP	non_indicated
NUDT15	SLITRK6	non_indicated
NUDT15	NIPSNAP3A	non_indicated
RB1	GTF2A1	non_indicated
RB1	FYTTD1	non_indicated
RB1	SMARCA5	non_indicated
RB1	SNX18	non_indicated
RCBTB2	HOXB4	non_indicated
RCBTB2	MANBA	non_indicated
RCBTB2	MAGI2-AS3	non_indicated
FNDC3A	BROX	non_indicated
KPNA3	SPRTN	non_indicated
KPNA3	YME1L1	non_indicated
KPNA3	KCTD21	non_indicated
KPNA3	TUBGCP3	non_indicated
KPNA3	USP14	non_indicated
KPNA3	HIATL1	non_indicated
VPS36	C1orf27	non_indicated
VPS36	SLC25A16	non_indicated
VPS36	ATL2	non_indicated
VPS36	FASTKD1	non_indicated
VPS36	APOOL	non_indicated
CKAP2	ZNF627	non_indicated
OLFM4	PCSK1	non_indicated
OLFM4	CLDN2	non_indicated
DACH1	CD302	non_indicated
DACH1	SLC12A2	non_indicated
MZT1	VRK1	non_indicated
PIBF1	TASP1	non_indicated
DIS3	KRR1	non_indicated
DIS3	VEZT	non_indicated
DIS3	ZNF627	non_indicated
DIS3	PRMT10	non_indicated
DIS3	VPS41	non_indicated
DIS3	RINT1	non_indicated
DIS3	RNF139	non_indicated
KLF5	FAM150B	non_indicated
KLF5	KCNJ3	non_indicated
KLF12	FOXO1	non_indicated
KLF12	TBC1D4	non_indicated
KLF12	TNRC6C	non_indicated
KLF12	BCL2	non_indicated
KLF12	ZNF101	non_indicated
KLF12	ZNF14	non_indicated
KLF12	C2orf44	non_indicated
KLF12	SERTAD2	non_indicated
KLF12	RAPGEF6	non_indicated
KLF12	PSIP1	non_indicated
CTAGE11P	CTAGE5	non_indicated
CTAGE11P	CTAGE9	non_indicated
LMO7	TTC22	non_indicated
LMO7	PFKP	non_indicated
LMO7	ENTPD7	non_indicated
LMO7	P2RY2	non_indicated
LMO7	CEBPG	non_indicated
LMO7	KALRN	non_indicated
LMO7	WWC1	non_indicated
LMO7	PPP2CB	non_indicated
KCTD12	UBE2Q2	non_indicated
KCTD12	SASH1	non_indicated
FBXL3	IKZF5	non_indicated
FBXL3	STK17B	non_indicated
FBXL3	MYNN	non_indicated
FBXL3	PURA	non_indicated
FBXL3	CREBRF	non_indicated
FBXL3	STX7	non_indicated
EDNRB	PPAP2B	non_indicated
EDNRB	PRKG1	non_indicated
EDNRB	SPON1	non_indicated
EDNRB	SLC8A1	non_indicated
EDNRB	SPRY1	non_indicated
NDFIP2	BCL2L15	non_indicated
NDFIP2	HHLA2	non_indicated
NDFIP2	SNX4	non_indicated
NDFIP2	PLS1	non_indicated
NDFIP2	RDH10	non_indicated
NDFIP2	FRMD3	non_indicated
SPRY2	CTBP2	non_indicated
SLITRK6	CTH	non_indicated
SLITRK6	PTN	non_indicated
MIR17HG	CRYGS	non_indicated
MIR17HG	SNHG15	non_indicated
GPC6	FAM198B	non_indicated
ABCC4	ERC1	non_indicated
DNAJC3	CTBS	non_indicated
RAP2A	KCTD12	non_indicated
RAP2A	CASC4	non_indicated
IPO5	WDR3	non_indicated
IPO5	WDR43	non_indicated
IPO5	IFT57	non_indicated
FARP1	GPC1	non_indicated
FARP1	PTK7	non_indicated
FARP1	DENND2A	non_indicated
FARP1	LRRC8A	non_indicated
SLC15A1	TOR1AIP2	non_indicated
SLC15A1	CD14	non_indicated
SLC15A1	GDA	non_indicated
GPR18	NKRF	non_indicated
GPR183	RGS1	non_indicated
GPR183	MDK	non_indicated
PCCA	CD9	non_indicated
PCCA	HMGN5	non_indicated
TPP2	EIF4G3	non_indicated
TPP2	CCAR1	non_indicated
TPP2	MAP4K5	non_indicated
TPP2	TUBGCP5	non_indicated
TPP2	ESF1	non_indicated
TPP2	FRMD4B	non_indicated
TPP2	TAF2	non_indicated
TPP2	RPGR	non_indicated
SLC10A2	FLVCR2	non_indicated
EFNB2	EPHA2	non_indicated
EFNB2	BCL10	non_indicated
EFNB2	SLC16A1	non_indicated
EFNB2	PTP4A1	non_indicated
ARGLU1	CLK2	non_indicated
ARGLU1	SNHG10	non_indicated
ARGLU1	SUZ12P1	non_indicated
ARGLU1	SETD5-AS1	non_indicated
LIG4	ZMYM5	non_indicated
ABHD13	ARMC1	non_indicated
COL4A1	CORO1C	non_indicated
COL4A1	COL4A2	non_indicated
COL4A1	PXDN	non_indicated
COL4A1	COL3A1	non_indicated
COL4A1	ITGA1	non_indicated
COL4A1	VCAN	non_indicated
COL4A1	LOXL2	non_indicated
COL4A1	COL15A1	non_indicated
COL4A2	EHD2	non_indicated
ARHGEF7	TCP11L2	non_indicated
ARHGEF7	PARP16	non_indicated
ARHGEF7	RANBP10	non_indicated
ARHGEF7	MBD1	non_indicated
ARHGEF7	BRD1	non_indicated
ATP11A	STRN3	non_indicated
MCF2L	PLEKHG5	non_indicated
MCF2L	ARHGEF10L	non_indicated
MCF2L	ACACB	non_indicated
MCF2L	RASD2	non_indicated
CUL4A	KIAA1704	non_indicated
CUL4A	TADA2A	non_indicated
CUL4A	ANKRD28	non_indicated
CUL4A	FUBP3	non_indicated
TFDP1	SFMBT1	non_indicated
RASA3	FLI1	non_indicated
RASA3	IQSEC1	non_indicated
RASA3	TSPAN5	non_indicated
RASA3	FGFR1	non_indicated
RASA3	FLNA	non_indicated
UPF3A	PDCL3P4	non_indicated
PARP2	CTPS1	non_indicated
ANG	RNASE4	non_indicated
NDRG2	TRABD2A	non_indicated
NDRG2	ADH1A	non_indicated
ARHGEF40	ARHGEF10L	non_indicated
ARHGEF40	TP53I11	non_indicated
ARHGEF40	TRIOBP	non_indicated
ZNF219	THEM6	non_indicated
CHD8	GON4L	non_indicated
CHD8	VPS11	non_indicated
CHD8	SART3	non_indicated
CHD8	TUBGCP3	non_indicated
CHD8	RAD51D	non_indicated
CHD8	USP36	non_indicated
CHD8	CLASP1	non_indicated
CHD8	LRCH3	non_indicated
CHD8	GAPVD1	non_indicated
METTL3	SNORD22	non_indicated
METTL3	DDX5	non_indicated
METTL3	MIR5047	non_indicated
METTL3	PPWD1	non_indicated
METTL3	TRMT11	non_indicated
METTL3	AKAP17A	non_indicated
SLC7A7	PTP4A3	non_indicated
MMP14	CHPF2	non_indicated
LRP10	RNF19B	non_indicated
LRP10	PFKP	non_indicated
LRP10	SEMA4B	non_indicated
LRP10	FAM129B	non_indicated
PPP1R3E	AMY2B	non_indicated
PPP1R3E	ZNF839	non_indicated
PPP1R3E	LOC645212	non_indicated
PPP1R3E	LOC202781	non_indicated
BCL2L2	RNASEL	non_indicated
BCL2L2	MYO19	non_indicated
BCL2L2	GORASP1	non_indicated
BCL2L2	TEAD3	non_indicated
PABPN1	TTC9C	non_indicated
SLC22A17	NCDN	non_indicated
SLC22A17	41521	non_indicated
AP1G2	AP4B1	non_indicated
AP1G2	ENO3	non_indicated
AP1G2	C7orf43	non_indicated
AP1G2	KIFC2	non_indicated
DHRS4L2	DHRS4	non_indicated
DHRS4L2	DHRS4L1	non_indicated
PCK2	CYP2C9	non_indicated
PCK2	SLC23A1	non_indicated
PCK2	BPHL	non_indicated
PCK2	AQP1	non_indicated
IPO4	RRP12	non_indicated
IPO4	CCDC86	non_indicated
IPO4	NOL6	non_indicated
NOP9	COPA	non_indicated
NOP9	ZBED4	non_indicated
CIDEB	PTPRR	non_indicated
CIDEB	LINC00324	non_indicated
CIDEB	CEACAM20	non_indicated
CIDEB	GATA5	non_indicated
CIDEB	MTTP	non_indicated
CIDEB	PXDC1	non_indicated
CIDEB	ALDOB	non_indicated
NFATC4	COL16A1	non_indicated
NFATC4	LCAT	non_indicated
NFATC4	SLC27A1	non_indicated
NFATC4	EBF4	non_indicated
NFATC4	C1QTNF6	non_indicated
NFATC4	SHANK3	non_indicated
NFATC4	GPSM1	non_indicated
NYNRIN	EPB41L1	non_indicated
NYNRIN	SORBS2	non_indicated
SDR39U1	SNHG1	non_indicated
SDR39U1	ZSCAN18	non_indicated
CTSG	CMA1	non_indicated
G2E3	RB1	non_indicated
HECTD1	AQR	non_indicated
HECTD1	ANKFY1	non_indicated
HECTD1	RANBP2	non_indicated
HECTD1	UBR3	non_indicated
HECTD1	LTN1	non_indicated
HECTD1	HMGXB4	non_indicated
HECTD1	ATP11B	non_indicated
HECTD1	RAPGEF2	non_indicated
HEATR5A	PTPRB	non_indicated
NUBPL	DNAJA3	non_indicated
SPTSSA	41527	non_indicated
NFKBIA	DDIT4	non_indicated
MBIP	IFT88	non_indicated
FOXA1	DHX32	non_indicated
FOXA1	GALNT12	non_indicated
SSTR1	BMP3	non_indicated
SSTR1	IYD	non_indicated
SSTR1	KBTBD11	non_indicated
SSTR1	ADAMDEC1	non_indicated
CLEC14A	ZNF503	non_indicated
SEC23A	SUCO	non_indicated
SEC23A	REEP3	non_indicated
SEC23A	CTAGE7P	non_indicated
SEC23A	GALNT1	non_indicated
PNN	METTL3	non_indicated
PNN	TUG1	non_indicated
MIA2	PLEKHA7	non_indicated
MIA2	TMEM135	non_indicated
MIA2	LSMD1	non_indicated
CTAGE5	PRKAB2	non_indicated
CTAGE5	TMEM117	non_indicated
CTAGE5	RNF103	non_indicated
CTAGE5	TRIM36	non_indicated
KLHL28	HCFC2	non_indicated
PRPF39	CEP95	non_indicated
PRPF39	ZNF224	non_indicated
PRPF39	LIPT1	non_indicated
PRPF39	CLK1	non_indicated
PRPF39	PAXBP1	non_indicated
PRPF39	ACAD11	non_indicated
PRPF39	CCNL1	non_indicated
PRPF39	MFSD8	non_indicated
MIS18BP1	TCEANC2	non_indicated
MIS18BP1	PRIM1	non_indicated
MIS18BP1	MPHOSPH9	non_indicated
MGAT2	FAF2	non_indicated
KLHDC2	CCDC111	non_indicated
KLHDC2	FAM221A	non_indicated
NEMF	LIG4	non_indicated
NEMF	C2orf49	non_indicated
SOS2	LDLRAD2	RASopathy_gene
SOS2	FAM73A	RASopathy_gene
SOS2	EGLN1	RASopathy_gene
SOS2	CNST	RASopathy_gene
SOS2	MAN1A1	RASopathy_gene
MAP4K5	HERC4	non_indicated
MAP4K5	NR2C1	non_indicated
NIN	PRKD3	non_indicated
NIN	GTDC1	non_indicated
PYGL	GLUL	non_indicated
PYGL	PRSS23	non_indicated
PYGL	ST3GAL4	non_indicated
PYGL	ACVRL1	non_indicated
PYGL	IL1R2	non_indicated
PYGL	LGALS2	non_indicated
GNG2	F12	non_indicated
TXNDC16	PDE5A	non_indicated
TXNDC16	HDAC2	non_indicated
ERO1L	P4HA1	non_indicated
ERO1L	HPSE	non_indicated
ERO1L	ITGA2	non_indicated
GNPNAT1	LARP4	non_indicated
FERMT2	SLC38A2	non_indicated
FERMT2	EOGT	non_indicated
FERMT2	TM4SF1	non_indicated
FERMT2	ARHGAP10	non_indicated
DDHD1	ATM	non_indicated
DDHD1	ITPR2	non_indicated
DDHD1	SLFN13	non_indicated
DDHD1	ZNF532	non_indicated
DDHD1	RHOQ	non_indicated
DDHD1	GPCPD1	non_indicated
BMP4	TCF21	non_indicated
GMFB	RABL3	non_indicated
GCH1	SLC31A2	non_indicated
SOCS4	DNAJB4	non_indicated
SOCS4	CSRNP2	non_indicated
SOCS4	CDC27	non_indicated
SOCS4	ZNF35	non_indicated
SOCS4	ENTPD4	non_indicated
SOCS4	OTUD6B	non_indicated
LGALS3	PXMP2	non_indicated
LGALS3	KRT20	non_indicated
DLGAP5	KIF11	non_indicated
DLGAP5	PRR11	non_indicated
DLGAP5	RBBP8	non_indicated
DLGAP5	BUB1	non_indicated
DLGAP5	HMMR	non_indicated
DLGAP5	MELK	non_indicated
FBXO34	FBXL14	non_indicated
FBXO34	PAWR	non_indicated
FBXO34	GDPGP1	non_indicated
FBXO34	AXIN2	non_indicated
RPL13AP3	RPL31P11	non_indicated
RPL13AP3	RPL13AP5	non_indicated
RPL13AP3	RPL19P12	non_indicated
EXOC5	HIAT1	non_indicated
EXOC5	ZBTB41	non_indicated
EXOC5	PPP1R15B	non_indicated
EXOC5	PUS7L	non_indicated
EXOC5	LARP4	non_indicated
EXOC5	SAV1	non_indicated
EXOC5	ARPP19	non_indicated
EXOC5	MIB1	non_indicated
EXOC5	SOCS5	non_indicated
EXOC5	ACTR2	non_indicated
EXOC5	ATF2	non_indicated
EXOC5	TNPO1	non_indicated
EXOC5	FBXO30	non_indicated
EXOC5	VCPIP1	non_indicated
EXOC5	MTDH	non_indicated
EXOC5	FAM91A1	non_indicated
AP5M1	RAB6A	non_indicated
FLJ31306	NBPF16	non_indicated
FLJ31306	HNRNPU-AS1	non_indicated
FLJ31306	MSANTD2	non_indicated
FLJ31306	C12orf76	non_indicated
FLJ31306	ZNF26	non_indicated
FLJ31306	MRPS31P5	non_indicated
FLJ31306	RRN3P1	non_indicated
FLJ31306	ZNF276	non_indicated
FLJ31306	ZMAT1	non_indicated
FLJ31306	FAM122B	non_indicated
ARID4A	PPIG	non_indicated
KIAA0586	MPHOSPH9	non_indicated
KIAA0586	RASA2	non_indicated
L3HYPDH	SMA5	non_indicated
PPM1A	BMPR1A	non_indicated
PPM1A	SLC30A4	non_indicated
PPM1A	AP1AR	non_indicated
PPM1A	KIAA1191	non_indicated
TMEM30B	DDAH1	non_indicated
TMEM30B	UAP1	non_indicated
TMEM30B	TMEM246	non_indicated
PRKCH	PRKCQ	non_indicated
PRKCH	IL7R	non_indicated
PRKCH	FYN	non_indicated
PRKCH	GIMAP6	non_indicated
PRKCH	GIMAP1-GIMAP5	non_indicated
HIF1A	FICD	non_indicated
HIF1A	SERPINB8	non_indicated
HIF1A	RNF24	non_indicated
HIF1A	PLSCR1	non_indicated
HIF1A	TMEM165	non_indicated
HIF1A	ELL2	non_indicated
RHOJ	MMRN1	non_indicated
WDR89	RNF219	non_indicated
MTHFD1	LMNB1	non_indicated
ZBTB25	ZNF548	non_indicated
ZBTB1	ZBTB18	non_indicated
ZBTB1	MDM1	non_indicated
ZBTB1	ZNF431	non_indicated
ZBTB1	ETAA1	non_indicated
ZBTB1	CCDC50	non_indicated
ZBTB1	HAUS3	non_indicated
ZBTB1	MIOS	non_indicated
ZBTB1	NOL8	non_indicated
RAB15	ALDH1B1	non_indicated
RAB15	NRARP	non_indicated
FUT8	SRGAP2C	non_indicated
MPP5	GNG12	non_indicated
MPP5	A1CF	non_indicated
MPP5	SLITRK6	non_indicated
MPP5	PHLPP2	non_indicated
MPP5	CXADR	non_indicated
MPP5	EIF4E3	non_indicated
MPP5	NR3C2	non_indicated
MPP5	SAR1B	non_indicated
MPP5	CCDC90A	non_indicated
MPP5	CD164	non_indicated
PLEKHH1	SPACA4	non_indicated
PLEKHH1	ARHGEF38	non_indicated
PLEKHH1	MBOAT1	non_indicated
ACTN1	FAM129A	non_indicated
ACTN1	HK1	non_indicated
ACTN1	RRP12	non_indicated
ACTN1	CLPB	non_indicated
ACTN1	TPM4	non_indicated
ACTN1	MYADM	non_indicated
ACTN1	DCTD	non_indicated
ACTN1	G6PD	non_indicated
DCAF5	ZNF740	non_indicated
DCAF5	VPS39	non_indicated
DCAF5	DIDO1	non_indicated
DCAF5	PMS2CL	non_indicated
EXD2	ERMAP	non_indicated
EXD2	CCDC112	non_indicated
KIAA0247	SPSB1	non_indicated
KIAA0247	IFIT2	non_indicated
KIAA0247	PTPRJ	non_indicated
KIAA0247	LPIN2	non_indicated
KIAA0247	BACH1	non_indicated
KIAA0247	ZFAND3	non_indicated
SRSF5	ZNF23	non_indicated
SYNJ2BP	INADL	non_indicated
SYNJ2BP	ANK3	non_indicated
SYNJ2BP	AKAP5	non_indicated
SYNJ2BP	PPARGC1B	non_indicated
SYNJ2BP	DENND4C	non_indicated
PCNX	SAMD4A	non_indicated
PCNX	KLHL2	non_indicated
PCNX	MEGF9	non_indicated
SIPA1L1	PDE4DIP	non_indicated
SIPA1L1	GAB2	non_indicated
SIPA1L1	TECPR2	non_indicated
SIPA1L1	N4BP1	non_indicated
SIPA1L1	PPP1R3B	non_indicated
SIPA1L1	ABL1	non_indicated
RBM25	RSRC2	non_indicated
RBM25	SNORA4	non_indicated
RBM25	TCERG1	non_indicated
RBM25	PRPF4B	non_indicated
PAPLN	LINC00623	non_indicated
PAPLN	MIR100HG	non_indicated
PAPLN	NRIP2	non_indicated
PAPLN	POU6F1	non_indicated
PAPLN	ZBTB46	non_indicated
PAPLN	ADARB1	non_indicated
ENTPD5	RMND5A	non_indicated
ENTPD5	UGT1A10	non_indicated
ENTPD5	PROSC	non_indicated
ENTPD5	LY6E	non_indicated
LTBP2	TMEM119	non_indicated
KIAA0317	ACLY	non_indicated
FCF1	DBR1	non_indicated
YLPM1	PROSER1	non_indicated
YLPM1	VPRBP	non_indicated
YLPM1	DROSHA	non_indicated
MLH3	C14orf101	non_indicated
NEK9	FBXO42	non_indicated
NEK9	ZSCAN32	non_indicated
FOS	C8orf4	non_indicated
BATF	TNFRSF4	non_indicated
BATF	MAD2L2	non_indicated
BATF	LOC645638	non_indicated
BATF	NCF1C	non_indicated
GPATCH2L	KIAA1432	non_indicated
ANGEL1	ZNF496	non_indicated
ANGEL1	SLC25A30	non_indicated
ANGEL1	FMNL2	non_indicated
IRF2BPL	GLIS2	non_indicated
IRF2BPL	B3GNT9	non_indicated
IRF2BPL	BHLHA15	non_indicated
IRF2BPL	ELK1	non_indicated
KIAA1737	VAV3	non_indicated
KIAA1737	PRDM4	non_indicated
KIAA1737	PPIP5K1	non_indicated
KIAA1737	ARHGEF9	non_indicated
SPTLC2	WHSC1	non_indicated
GTF2A1	41340	non_indicated
SEL1L	CCPG1	non_indicated
SEL1L	EIF2AK3	non_indicated
SEL1L	CPEB4	non_indicated
SEL1L	TRAM2	non_indicated
SEL1L	MANEA	non_indicated
GALC	BMP5	non_indicated
PTPN21	USP54	non_indicated
PTPN21	BCL2L2	non_indicated
TTC8	ASAP3	non_indicated
TTC8	FZD6	non_indicated
FOXN3	AGO1	non_indicated
FOXN3	DUSP16	non_indicated
FOXN3	TSHZ1	non_indicated
FOXN3	APPL1	non_indicated
FOXN3	PTENP1	non_indicated
TDP1	EIF2D	non_indicated
TDP1	OSGEPL1	non_indicated
C14orf159	TSEN2	non_indicated
C14orf159	WDR55	non_indicated
CCDC88C	ATP8B2	non_indicated
SMEK1	SNRNP48	non_indicated
TC2N	ETNK1	non_indicated
TC2N	KRAS	RASopathy_gene
ATXN3	ZNF641	non_indicated
CPSF2	SEC23IP	non_indicated
CPSF2	KPNA3	non_indicated
CPSF2	GART	non_indicated
CPSF2	PDE12	non_indicated
CPSF2	SRFBP1	non_indicated
CPSF2	ASCC3	non_indicated
CPSF2	MTDH	non_indicated
GOLGA5	GBE1	non_indicated
CHGA	CHGB	non_indicated
BTBD7	GPAM	non_indicated
BTBD7	TIRAP	non_indicated
BTBD7	ZNF28	non_indicated
BTBD7	STRN	non_indicated
BTBD7	SYNJ2	non_indicated
BTBD7	LMTK2	non_indicated
BTBD7	ARFGEF1	non_indicated
BTBD7	SPIN1	non_indicated
ASB2	GFI1	non_indicated
ASB2	CD1D	non_indicated
ASB2	CD1E	non_indicated
ASB2	DNASE1L3	non_indicated
