source	target	status
DOPEY1	NDUFB6	non_indicated
DOPEY1	PPIP5K1	non_indicated
NDUFB6	NR2C1	non_indicated
PPIP5K1	SLC11A1	non_indicated
PPIP5K1	COL7A1	non_indicated
PPIP5K1	CEP152	non_indicated
PPIP5K1	AK2	non_indicated
PPIP5K1	PYROXD1	non_indicated
PPIP5K1	LOC100506730	non_indicated
PPIP5K1	YAE1D1	non_indicated
PPIP5K1	ARHGAP5-AS1	non_indicated
COA1	CEBPD	non_indicated
CEBPD	FOS	non_indicated
C12orf49	ZFAND2A	non_indicated
CPT1A	RIOK3	non_indicated
CPT1A	LOC100506497	non_indicated
CPT1A	ADTRP	non_indicated
LOC100506497	MAP3K9	non_indicated
ADTRP	LOC100506314	non_indicated
UBA7	GSTM2	non_indicated
UBA7	GPR55	non_indicated
VPS18	FAM203A	non_indicated
TCIRG1	RAB24	non_indicated
TCIRG1	CNPY3	non_indicated
TCIRG1	GSDMD	non_indicated
TCIRG1	RNF31	non_indicated
TCIRG1	REC8	non_indicated
TCIRG1	RBCK1	non_indicated
TCIRG1	TFPT	non_indicated
TCIRG1	ACD	non_indicated
TCIRG1	FES	non_indicated
TCIRG1	TBCD	non_indicated
TCIRG1	IRF7	non_indicated
TCIRG1	PML	non_indicated
TCIRG1	C17orf62	non_indicated
TCIRG1	AMPD2	non_indicated
TCIRG1	MAN2B1	non_indicated
TCIRG1	ITIH4	non_indicated
TCIRG1	CHPF2	non_indicated
TCIRG1	ODF3B	non_indicated
DPP7	ORAI1	non_indicated
DPP7	TMC6	non_indicated
DPP7	CHID1	non_indicated
ANG	PTPRN2	non_indicated
ANG	AGR3	non_indicated
AKAP7	SOSTDC1	non_indicated
AKAP7	NOV	non_indicated
RNF43	ANXA11	non_indicated
SRI	ADH1C	non_indicated
SRI	LOC727916	non_indicated
SRI	TSPAN7	non_indicated
SRI	PRR5L	non_indicated
LOC727916	TTC30A	non_indicated
TSPAN7	LOC286052	non_indicated
TSPAN7	SEMA5A	non_indicated
TSPAN7	PDE8A	non_indicated
PRR5L	EML5	non_indicated
PRR5L	DDX60	non_indicated
C6orf120	TMEM133	non_indicated
C6orf120	CMC1	non_indicated
C6orf120	LRRC57	non_indicated
C6orf120	SVIP	non_indicated
C6orf120	TMEM192	non_indicated
C6orf120	EML5	non_indicated
CMC1	SPAG16	non_indicated
CMC1	RAP1GDS1	non_indicated
LRRC57	TNNI3K	non_indicated
EML5	RPP30	non_indicated
EML5	FAM200B	non_indicated
ATP8B1	GNLY	non_indicated
ATP8B1	ABHD3	non_indicated
ATP8B1	SUCLG2	non_indicated
ATP8B1	PPARGC1B	non_indicated
ATP8B1	CD24	non_indicated
ATP8B1	TBXAS1	non_indicated
ATP8B1	RASEF	non_indicated
ABHD3	RASSF6	non_indicated
ABHD3	CIRBP	non_indicated
ABHD3	TNFSF10	non_indicated
SUCLG2	FAM213A	non_indicated
SUCLG2	ALDH7A1	non_indicated
SUCLG2	ZNF91	non_indicated
PPARGC1B	LRRC31	non_indicated
PPARGC1B	LOC158402	non_indicated
CD24	LOC100506373	non_indicated
CD24	PITPNM3	non_indicated
CD24	JDP2	non_indicated
CD24	EHF	non_indicated
CD24	C9orf71	non_indicated
CD24	CEACAM5	non_indicated
CD24	NQO2	non_indicated
TBXAS1	LAIR2	non_indicated
RASEF	GALNT5	non_indicated
RASEF	SLC35D1	non_indicated
PPARA	SOS2	RASopathy_gene
SOS2	KIAA1109	RASopathy_gene
SOS2	JMJD1C	RASopathy_gene
SOS2	ZBED1	RASopathy_gene
SOS2	KLHL24	RASopathy_gene
SOS2	PTK2	RASopathy_gene
SOS2	ZNF252P	RASopathy_gene
SLAMF8	GJD3	non_indicated
SLAMF8	WARS	non_indicated
SLAMF8	CD163	non_indicated
SLAMF8	CD40	non_indicated
SLAMF8	SAMHD1	non_indicated
SLAMF8	SLC15A3	non_indicated
SLAMF8	IL18BP	non_indicated
SLAMF8	CMKLR1	non_indicated
CD163	C1orf162	non_indicated
CD163	SLC1A3	non_indicated
CD40	BATF	non_indicated
SLC15A3	CD86	non_indicated
IL18BP	ACP5	non_indicated
IL18BP	MCF2L	non_indicated
IL18BP	CCR5	non_indicated
CMKLR1	ACP5	non_indicated
HOXD10	HOXD9	non_indicated
HOXD10	HOXD11	non_indicated
HOXD11	HOXD13	non_indicated
HOXD11	HOXD9	non_indicated
GSTO2	UBXN10	non_indicated
DNAJC11	TK2	non_indicated
MDM4	RBM39	non_indicated
MDM4	SLC38A9	non_indicated
MDM4	IFNGR1	non_indicated
MDM4	KIAA0754	non_indicated
MDM4	SYK	non_indicated
MDM4	MMD	non_indicated
MDM4	FNIP1	non_indicated
MDM4	RUSC1	non_indicated
MDM4	UBE2D3	non_indicated
MDM4	MIRLET7DHG	non_indicated
MDM4	PGM5-AS1	non_indicated
MDM4	TRAPPC10	non_indicated
MDM4	HCRP1	non_indicated
MDM4	NKTR	non_indicated
SYK	SERTAD2	non_indicated
FNIP1	MLL	non_indicated
RUSC1	FAM118B	non_indicated
RUSC1	OSBPL2	non_indicated
UBE2D3	PELI1	non_indicated
UBE2D3	VPS13C	non_indicated
MIRLET7DHG	SLC38A9	non_indicated
MIRLET7DHG	FBXO9	non_indicated
MIRLET7DHG	LMLN	non_indicated
MIRLET7DHG	SNX5	non_indicated
MIRLET7DHG	ZNF148	non_indicated
HCRP1	TCEA1	non_indicated
HCRP1	MGC24103	non_indicated
HCRP1	NRP2	non_indicated
HCRP1	GTF3A	non_indicated
HCRP1	RBMS3	non_indicated
NKTR	JMJD1C	non_indicated
YES1	CTNND1	non_indicated
LYRM7	LBP	non_indicated
LYRM7	LOC338651	non_indicated
GNA13	FBXL3	non_indicated
GNA13	TRAPPC8	non_indicated
GNA13	PLEKHF2	non_indicated
FBXL3	SDHD	non_indicated
FBXL3	SMCHD1	non_indicated
TRAPPC8	ABHD13	non_indicated
PLEKHF2	ZNF85	non_indicated
PLEKHF2	SHF	non_indicated
PLEKHF2	KIF2A	non_indicated
PLEKHF2	OSBPL11	non_indicated
C6orf136	ECI1	non_indicated
C6orf136	DTX4	non_indicated
C6orf136	MUTYH	non_indicated
C6orf136	PGAP3	non_indicated
C6orf136	BLOC1S1-RDH5	non_indicated
C6orf136	KRTCAP3	non_indicated
C6orf136	LOC100130856	non_indicated
ECI1	LOC100131607	non_indicated
MUTYH	PLEKHG4	non_indicated
MUTYH	C21orf58	non_indicated
MUTYH	SPSB3	non_indicated
MUTYH	FLJ42627	non_indicated
KRTCAP3	GSTO2	non_indicated
KRTCAP3	MIR4784	non_indicated
KRTCAP3	SLC25A10	non_indicated
PITPNM3	EFNB2	non_indicated
PIGZ	AMACR	non_indicated
PIGZ	LEKR1	non_indicated
CCR1	CTSB	non_indicated
PLXDC1	DEFB124	non_indicated
PLXDC1	MYH10	non_indicated
CD3E	C6orf141	non_indicated
CD3E	CCL5	non_indicated
ZBTB43	KPNA6	non_indicated
EIF4EBP1	DNM2	non_indicated
EIF4EBP1	EXOSC4	non_indicated
EIF4EBP1	LMNA	non_indicated
TIA1	ZBTB1	non_indicated
ZBTB1	GIN1	non_indicated
CES2	PRSS2	non_indicated
CES2	TFAP2C	non_indicated
CES2	FMO5	non_indicated
CES2	DOCK4	non_indicated
CES2	RIPK4	non_indicated
CES2	CREB3L3	non_indicated
CES2	C1orf116	non_indicated
CES2	LIMA1	non_indicated
PRSS2	PRSS3	non_indicated
TFAP2C	CLDN1	non_indicated
TFAP2C	SLC22A15	non_indicated
FMO5	SCIN	non_indicated
DOCK4	CTSL1	non_indicated
DOCK4	C4orf32	non_indicated
DOCK4	CYP27B1	non_indicated
RIPK4	LOC643201	non_indicated
RIPK4	C2CD2L	non_indicated
C1orf116	LAMB3	non_indicated
PAX5	BCAS4	non_indicated
PAX5	VPREB3	non_indicated
PAX5	SIT1	non_indicated
ARHGAP12	LOC728190	non_indicated
CRLF3	CBFB	non_indicated
CRLF3	FMNL2	non_indicated
CBFB	LOC100132891	non_indicated
CBFB	PTPN2	non_indicated
CBFB	NOTCH2	non_indicated
CBFB	ALDH1A3	non_indicated
CBFB	RDX	non_indicated
CBFB	PPWD1	non_indicated
CBFB	PAPSS1	non_indicated
CBFB	SLC35G2	non_indicated
CBFB	SLC39A10	non_indicated
TPTE2P5	KIAA1107	non_indicated
TSPO	RAB25	non_indicated
TSPO	SH3BGRL3	non_indicated
RAB25	KRT8	non_indicated
RAB25	IFI27	non_indicated
RAB25	ECH1	non_indicated
RAB25	RNASE1	non_indicated
RAB25	ARSE	non_indicated
RAB25	NOP16	non_indicated
RAB25	KRT18	non_indicated
RAB25	LGALS4	non_indicated
SH3BGRL3	PPCDC	non_indicated
SH3BGRL3	RMND5B	non_indicated
SH3BGRL3	CAPG	non_indicated
SH3BGRL3	ALDOA	non_indicated
SH3BGRL3	GRN	non_indicated
SH3BGRL3	C19orf10	non_indicated
SH3BGRL3	KRT19	non_indicated
LYPLA1	LOC100506948	non_indicated
LYPLA1	PCNP	non_indicated
LYPLA1	RAB18	non_indicated
LYPLA1	LOC729020	non_indicated
LOC100506948	GPAA1	non_indicated
LOC100506948	ASXL2	non_indicated
LOC100506948	UBE3A	non_indicated
PCNP	PRDX3	non_indicated
PCNP	ALG13	non_indicated
PCNP	KLHL7	non_indicated
PCNP	FZD1	non_indicated
PCNP	SERINC1	non_indicated
PCNP	TANK	non_indicated
PCNP	EDC4	non_indicated
PCNP	PRMT3	non_indicated
PCNP	AGXT2L2	non_indicated
PCNP	FAM208A	non_indicated
PCNP	ABHD13	non_indicated
PCNP	LOC100509751	non_indicated
PCNP	RBM17	non_indicated
PCNP	DOCK9	non_indicated
PCNP	OAT	non_indicated
RAB18	YES1	non_indicated
RAB18	LYPLA1	non_indicated
RAB18	TPD52	non_indicated
RAB18	PPP1R15B	non_indicated
RAB18	CHORDC1	non_indicated
RAB18	RB1	non_indicated
RAB18	RP2	non_indicated
RAB18	ARMC1	non_indicated
RAB18	KBTBD7	non_indicated
RAB18	EXOC5	non_indicated
RAB18	UBR3	non_indicated
RAB18	TMED7	non_indicated
RAB18	LOC100287789	non_indicated
RAB18	STAM2	non_indicated
LOC729020	KDM1B	non_indicated
ARNTL	NFIL3	non_indicated
MAP3K15	NEURL	non_indicated
MAP3K15	ICMT	non_indicated
MAP3K15	ZBTB44	non_indicated
MAP3K15	SRSF1	non_indicated
MAP3K15	APOOL	non_indicated
MAP3K15	PCBP2	non_indicated
MAP3K15	FRYL	non_indicated
ZBTB44	RBM12	non_indicated
SRSF1	ZNF224	non_indicated
SRSF1	ZNF655	non_indicated
SRSF1	MFSD8	non_indicated
FRYL	BEND3	non_indicated
FRYL	TRAK2	non_indicated
FRYL	PDCD6IP	non_indicated
SLC16A14	BAG3	non_indicated
MMP15	MSRB2	non_indicated
MMP15	GBA2	non_indicated
MMP15	ECSIT	non_indicated
MMP15	ADCY7	non_indicated
MMP15	FAM83G	non_indicated
MMP15	PKP3	non_indicated
ECSIT	C11orf83	non_indicated
ECSIT	NR2F6	non_indicated
ECSIT	ZNF768	non_indicated
ECSIT	FGFR4	non_indicated
ECSIT	GPT	non_indicated
ECSIT	CREB1	non_indicated
ECSIT	C3orf78	non_indicated
ECSIT	NDUFB7	non_indicated
ECSIT	PIGQ	non_indicated
ECSIT	METRNL	non_indicated
ECSIT	RABL6	non_indicated
ECSIT	ATP2B4	non_indicated
ECSIT	KIAA0664	non_indicated
ADCY7	FAM76B	non_indicated
ADCY7	GSTZ1	non_indicated
ADCY7	ERCC4	non_indicated
PKP3	LAD1	non_indicated
PKP3	C6orf132	non_indicated
GNAI3	CORO1C	non_indicated
AP5Z1	ZNF414	non_indicated
AP5Z1	CDK11A	non_indicated
AP5Z1	NADK	non_indicated
AP5Z1	COL6A2	non_indicated
AP5Z1	LOC100507557	non_indicated
CDK11A	RNF8	non_indicated
COL6A2	SLC9A3R2	non_indicated
COL6A2	FAM70B	non_indicated
COL6A2	HSPG2	non_indicated
COL6A2	ECM1	non_indicated
ADAMTS9-AS2	LOC644192	non_indicated
RPL32P3	LOC221272	non_indicated
RICTOR	PROX1	non_indicated
FBXO41	GAS6-AS1	non_indicated
FBXO41	POU6F1	non_indicated
POU6F1	CYP27C1	non_indicated
POU6F1	KIAA1274	non_indicated
PLA2G2A	SPINK1	non_indicated
C14orf43	INSM1	non_indicated
C14orf43	REST	non_indicated
C14orf43	CUL3	non_indicated
REST	DR1	non_indicated
CUL3	TRIM33	non_indicated
BICD1	LOC100505687	non_indicated
ANO7	EFCAB4B	non_indicated
ANO7	TMEM178A	non_indicated
ANO7	MB	non_indicated
TMEM178A	LOC100133190	non_indicated
TMEM178A	ZFP112	non_indicated
PQLC1	PDE4C	non_indicated
CTSL1	NCKAP5	non_indicated
RNF138	BBIP1	non_indicated
RNF138	PNPLA6	non_indicated
BBIP1	NPIPL3	non_indicated
BBIP1	HOTTIP	non_indicated
BBIP1	TEAD4	non_indicated
PNPLA6	CD7	non_indicated
PNPLA6	UBE2N	non_indicated
EML2	CREBRF	non_indicated
PPID	STON2	non_indicated
PPID	ZFP3	non_indicated
ZFP3	DOPEY1	non_indicated
ZFP3	TGFB2	non_indicated
ZFP3	ZNF600	non_indicated
ZFP3	ZNF607	non_indicated
CPNE5	DENND3	non_indicated
ANKRD17	CSPP1	non_indicated
ANKRD17	PARD3	non_indicated
ANKRD17	TTC3	non_indicated
ANKRD17	SRRM1	non_indicated
ANKRD17	PPP4R2	non_indicated
ANKRD17	UBN1	non_indicated
ANKRD17	PRR14L	non_indicated
ANKRD17	RSF1	non_indicated
UBN1	KDM4B	non_indicated
UBN1	HEY1	non_indicated
PRR14L	ADD3	non_indicated
PRR14L	ACAP2	non_indicated
PRR14L	FEZ2	non_indicated
PRR14L	MUC3	non_indicated
PRR14L	LTN1	non_indicated
PRR14L	FAM120A	non_indicated
PRR14L	PHF3	non_indicated
RSF1	THOC2	non_indicated
RSF1	BAZ2A	non_indicated
RSF1	CSPP1	non_indicated
RSF1	ANKRD20A1	non_indicated
RSF1	BOD1L1	non_indicated
RSF1	ATRX	non_indicated
RSF1	C5orf24	non_indicated
RSF1	LOC286437	non_indicated
RSF1	EEA1	non_indicated
RSF1	GLG1	non_indicated
RSF1	GGNBP2	non_indicated
RSF1	SPPL3	non_indicated
RSF1	HECTD1	non_indicated
SLC6A10P	LOC653562	non_indicated
LOC100505783	LOC100131067	non_indicated
LOC100505783	CD200	non_indicated
CD200	NPC1L1	non_indicated
SERF1A	SMN1	non_indicated
CEP55	C1orf135	non_indicated
CEP55	KIAA1524	non_indicated
CEP55	KPNA2	non_indicated
CEP55	RRM2	non_indicated
CEP55	KIF14	non_indicated
CEP55	KIF11	non_indicated
KIAA1524	CCNE2	non_indicated
KPNA2	RIPK2	non_indicated
KPNA2	FEN1	non_indicated
RRM2	MCM10	non_indicated
RRM2	BIRC5	non_indicated
KIF11	NCAPG2	non_indicated
KIF11	KIF18B	non_indicated
KIF11	DHFR	non_indicated
KIF11	PLK4	non_indicated
KIF11	CASC5	non_indicated
CIDEC	AKR1C2	non_indicated
CIDEC	AKR1C1	non_indicated
CIDEC	GGTLC1	non_indicated
GGTLC1	GGT1	non_indicated
MLKL	NUP50	non_indicated
MLKL	LOC100506714	non_indicated
MLKL	SRPX2	non_indicated
MLKL	MARS	non_indicated
MLKL	LRP8	non_indicated
CDC25B	SLCO4C1	non_indicated
CDC25B	RRM2	non_indicated
PAG1	NPAS2	non_indicated
LOC100652751	SCD	non_indicated
RNASEH2B	PASK	non_indicated
RNASEH2B	ZBTB1	non_indicated
LOC100506032	CEP89	non_indicated
LOC100506032	TGFBR1	non_indicated
LOC100506032	FNBP1	non_indicated
ASXL1	RALGDS	non_indicated
RALGDS	LYG1	non_indicated
FAHD2A	LOC100507297	non_indicated
FAHD2A	AGPAT3	non_indicated
FAHD2A	ZFYVE19	non_indicated
FAHD2A	ARHGEF9	non_indicated
ARHGEF9	FHIT	non_indicated
9-Mar	LOC100507331	non_indicated
MRPS18A	SLC44A4	non_indicated
MRPS18A	TMED4	non_indicated
MRPS18A	GPX2	non_indicated
MRPS18A	FAM166A	non_indicated
MRPS18A	C7orf55	non_indicated
MRPS18A	ACP1	non_indicated
MRPS18A	ANG	non_indicated
MRPS18A	ARPC4	non_indicated
MRPS18A	ALG14	non_indicated
SLC44A4	CCL28	non_indicated
SLC44A4	KIF26B	non_indicated
C7orf55	C11orf71	non_indicated
ACP1	ATP6V1G1	non_indicated
ARPC4	DDA1	non_indicated
ARPC4	KCP	non_indicated
ARPC4	PGD	non_indicated
ARPC4	CLN6	non_indicated
ARPC4	CFL1	non_indicated
ALG14	DAZAP2	non_indicated
ALG14	PEX13	non_indicated
ALG14	PNPLA4	non_indicated
ALG14	ZFYVE21	non_indicated
KIAA1109	USP47	non_indicated
JMJD1C	PRMT2	non_indicated
JMJD1C	EML6	non_indicated
JMJD1C	KAT6A	non_indicated
JMJD1C	ZBED6	non_indicated
JMJD1C	DIP2C	non_indicated
JMJD1C	LACC1	non_indicated
JMJD1C	ESCO1	non_indicated
JMJD1C	CEP350	non_indicated
ZBED1	CAMKK2	non_indicated
KLHL24	TCP11L2	non_indicated
KLHL24	LUC7L	non_indicated
KLHL24	PRO1804	non_indicated
KLHL24	DCAF7	non_indicated
KLHL24	SORL1	non_indicated
KLHL24	YPEL3	non_indicated
KLHL24	NBR1	non_indicated
PTK2	RIN2	non_indicated
PTK2	OSBP	non_indicated
PTK2	H6PD	non_indicated
PTK2	FUBP3	non_indicated
ZNF252P	GSTA4	non_indicated
ZNF252P	ZNF763	non_indicated
KDM8	APOC2	non_indicated
KDM8	RHOBTB2	non_indicated
ME3	FLJ42627	non_indicated
RHBDF1	ESAM	non_indicated
ESAM	HSPA12B	non_indicated
ESAM	RBP7	non_indicated
ETNK1	UGT2B17	non_indicated
ETNK1	PDE11A	non_indicated
ETNK1	ADRA2A	non_indicated
ETNK1	LOC100422737	non_indicated
ETNK1	UGT2B15	non_indicated
ETNK1	RFK	non_indicated
ADRA2A	GSPT2	non_indicated
UGT2B15	UGT2B17	non_indicated
RFK	BPNT1	non_indicated
RFK	NUDT4	non_indicated
SYTL4	KLB	non_indicated
SYTL4	HIST1H3H	non_indicated
HIST1H3H	HIST1H1C	non_indicated
HIST1H3H	HIST1H2BD	non_indicated
SQLE	FGFBP1	non_indicated
SQLE	ACAT2	non_indicated
SQLE	HMGCS1	non_indicated
SQLE	INSIG1	non_indicated
SQLE	SCD	non_indicated
HMGCS1	LOC100652751	non_indicated
HMGCS1	CYP51A1	non_indicated
INSIG1	LDLR	non_indicated
PTP4A2	SCAMP1	non_indicated
PTP4A2	LOC220729	non_indicated
PTP4A2	YIPF6	non_indicated
SCAMP1	CPNE3	non_indicated
SCAMP1	SNHG9	non_indicated
SCAMP1	TBL1XR1	non_indicated
SCAMP1	KRAS	RASopathy_gene
SCAMP1	PRKRA	non_indicated
SCAMP1	BCL3	non_indicated
SCAMP1	FBXO21	non_indicated
SCAMP1	GPAM	non_indicated
SCAMP1	CHD9	non_indicated
SCAMP1	MFSD6	non_indicated
LOC220729	NEK3	non_indicated
YIPF6	MED7	non_indicated
YIPF6	TMF1	non_indicated
YIPF6	TBC1D8B	non_indicated
MGAT4A	FLVCR2	non_indicated
FLVCR2	LRRC6	non_indicated
FLVCR2	TCP11L1	non_indicated
FLVCR2	OSBPL6	non_indicated
CLEC7A	PSTPIP2	non_indicated
PSTPIP2	MRC1	non_indicated
CNTN4	HPGDS	non_indicated
MPND	PINK1	non_indicated
PINK1	HIST1H1C	non_indicated
PINK1	GBA	non_indicated
PINK1	FBXO32	non_indicated
NTN1	STON1	non_indicated
NTN1	CCBE1	non_indicated
MOXD1	CAMTA1	non_indicated
MOXD1	EPHA3	non_indicated
MOXD1	CADM1	non_indicated
EPHA3	WASF3	non_indicated
EPHA3	TRPC1	non_indicated
EPHA3	KCTD12	non_indicated
EPHA3	UST	non_indicated
EPHA3	FGF13	non_indicated
EPHA3	CAP2	non_indicated
EPHA3	PROS1	non_indicated
EPHA3	RFX3	non_indicated
EPHA3	CACHD1	non_indicated
LOC100506029	LOC286071	non_indicated
CD3EAP	TAF4B	non_indicated
CLASP2	KLHL28	non_indicated
CLASP2	MANEA	non_indicated
CLASP2	LOC100506992	non_indicated
CLASP2	BCOR	non_indicated
CLASP2	CPED1	non_indicated
WASH3P	NOSIP	non_indicated
NOSIP	C17orf90	non_indicated
NOSIP	NMRAL1	non_indicated
ZC3H12B	KDM5C	non_indicated
KDM5C	ZFX	non_indicated
KDM5C	KDM6A	non_indicated
TP53TG1	EPB41L1	non_indicated
TP53TG1	NTPCR	non_indicated
TP53TG1	VWDE	non_indicated
TP53TG1	LPHN2	non_indicated
TP53TG1	SH3RF2	non_indicated
TP53TG1	LOC100506314	non_indicated
SH3RF2	ADCY9	non_indicated
FNDC3A	PPFIA3	non_indicated
FNDC3A	MANEA	non_indicated
PPFIA3	KRIT1	non_indicated
IDS	JDP2	non_indicated
FBXO38	ZBTB43	non_indicated
FBXO38	BCLAF1	non_indicated
FBXO38	PMS2L2	non_indicated
FBXO38	AP5B1	non_indicated
BCLAF1	SUPT16H	non_indicated
BCLAF1	OTUD4	non_indicated
BCLAF1	WDR1	non_indicated
BCLAF1	C15orf29	non_indicated
BCLAF1	USP1	non_indicated
BCLAF1	C11orf30	non_indicated
BCLAF1	ZFR	non_indicated
BCLAF1	CDC27	non_indicated
BCLAF1	HECTD1	non_indicated
PMS2L2	BMP2K	non_indicated
PIP5K1A	LARGE	non_indicated
PIP5K1A	SNX18	non_indicated
PIP5K1A	SRSF3	non_indicated
PIP5K1A	GBAP1	non_indicated
PIP5K1A	SCD5	non_indicated
SRSF3	GFI1	non_indicated
SRSF3	HNRNPH1	non_indicated
SCD5	PARD6G	non_indicated
TMEM54	FUT3	non_indicated
TMEM54	C12orf49	non_indicated
TMEM54	RASD2	non_indicated
TMEM54	LDHD	non_indicated
TMEM54	CRB3	non_indicated
TMEM54	ZFAND2A	non_indicated
TMEM54	TPMT	non_indicated
RASD2	RIMS3	non_indicated
CENPN	RTN4IP1	non_indicated
EFS	AOC3	non_indicated
EFS	PREX2	non_indicated
EFS	AHNAK2	non_indicated
AHNAK2	EML1	non_indicated
P2RX5	PLA2G2D	non_indicated
P2RX5	RASGRP2	non_indicated
P2RX5	LOC100128751	non_indicated
P2RX5	KIAA0922	non_indicated
P2RX5	HVCN1	non_indicated
P2RX5	PARP15	non_indicated
P2RX5	LAT2	non_indicated
P2RX5	WDFY4	non_indicated
P2RX5	C3	non_indicated
P2RX5	CD72	non_indicated
PLA2G2D	KCNJ10	non_indicated
RASGRP2	NLRP1	non_indicated
RASGRP2	TMC8	non_indicated
RASGRP2	GRAP	non_indicated
RASGRP2	CCR7	non_indicated
RASGRP2	FAIM3	non_indicated
RASGRP2	IL24	non_indicated
KIAA0922	ERP27	non_indicated
KIAA0922	STMN3	non_indicated
KIAA0922	LINC00494	non_indicated
C3	CLU	non_indicated
C3	RSPO3	non_indicated
C3	ALPK2	non_indicated
C3	SYNE1	non_indicated
C3	RFTN1	non_indicated
C3	PTGDS	non_indicated
C3	LSAMP	non_indicated
C3	CCL19	non_indicated
CDK14	ESR1	non_indicated
CDK14	ANKRD6	non_indicated
ESR1	SLC47A1	non_indicated
ANKRD6	KLF8	non_indicated
LARP4B	ANGEL2	non_indicated
LYST	HIP1	non_indicated
LYST	ZNF200	non_indicated
LYST	DDX60L	non_indicated
ZNF200	FLOT1	non_indicated
MAP4K1	LCK	non_indicated
LCK	FAM78A	non_indicated
LCK	CD3E	non_indicated
LCK	GPR155	non_indicated
TNRC6B	PAPD4	non_indicated
TNRC6B	MGEA5	non_indicated
PAPD4	HP1BP3	non_indicated
PAPD4	RBM39	non_indicated
PAPD4	DSERG1	non_indicated
PAPD4	MDM4	non_indicated
PAPD4	MBNL1	non_indicated
PAPD4	CLTC	non_indicated
PAPD4	SOS1	RASopathy_gene
PAPD4	MINOS1P1	non_indicated
PAPD4	PPP2R2A	non_indicated
PAPD4	ELK4	non_indicated
PAPD4	CELF2	non_indicated
PAPD4	KIDINS220	non_indicated
PAPD4	SCAF4	non_indicated
PAPD4	PDE7A	non_indicated
MGEA5	RNPC3	non_indicated
MGEA5	RABGAP1L	non_indicated
BCKDHB	PCGF5	non_indicated
BCKDHB	HRSP12	non_indicated
BCKDHB	MGST1	non_indicated
BCKDHB	NMNAT1	non_indicated
HRSP12	C11orf1	non_indicated
MGST1	PAPSS2	non_indicated
MGST1	EFHC2	non_indicated
CTSC	LAP3	non_indicated
CTSC	ATF7IP2	non_indicated
CTSC	DDHD1	non_indicated
CTSC	OAS3	non_indicated
LAP3	IL15RA	non_indicated
DDHD1	LOC100506831	non_indicated
DDHD1	CLIC2	non_indicated
IGFBP3	PIEZO2	non_indicated
CD96	LRRN3	non_indicated
CD96	SCML4	non_indicated
CD96	GPR82	non_indicated
CD96	KLRC4-KLRK1	non_indicated
KLRC4-KLRK1	CCL5	non_indicated
KLRC4-KLRK1	TARP	non_indicated
KLRC4-KLRK1	CD160	non_indicated
KLRC4-KLRK1	MIR3929	non_indicated
CYBB	FAM49A	non_indicated
IL13RA2	LOC100505592	non_indicated
IL13RA2	NRG1	non_indicated
IL13RA2	TFPI2	non_indicated
IL13RA2	STC1	non_indicated
NRG1	FST	non_indicated
TFPI2	VCAN	non_indicated
STC1	FGF7	non_indicated
GEM	PEX26	non_indicated
GEM	C8orf4	non_indicated
C8orf4	ZFP36	non_indicated
C8orf4	ID4	non_indicated
C8orf4	SLC25A32	non_indicated
WDR1	EWSR1	non_indicated
USP1	LOC100288602	non_indicated
USP1	QSER1	non_indicated
USP1	SLAIN2	non_indicated
USP1	FCHO2	non_indicated
USP1	NIPBL	non_indicated
ZFR	NASP	non_indicated
ZFR	KIAA0100	non_indicated
ZFR	TRPM7	non_indicated
ZFR	ZNF22	non_indicated
ZFR	FLJ33630	non_indicated
ZFR	DDI2	non_indicated
ZFR	PSME4	non_indicated
ZFR	NFAT5	non_indicated
CDC27	NBN	non_indicated
CDC27	GTF2A1	non_indicated
CDC27	IL6ST	non_indicated
CDC27	LOC100509683	non_indicated
CDC27	LOC728802	non_indicated
CDC27	CDC5L	non_indicated
CDC27	TGS1	non_indicated
HECTD1	MTUS1	non_indicated
HECTD1	TRMT6	non_indicated
HECTD1	FLJ33630	non_indicated
NCAPH2	SCO2	non_indicated
NCAPH2	RAB43	non_indicated
NCAPH2	TCF12	non_indicated
NCAPH2	RRP7A	non_indicated
6-Mar	PIK3R1	non_indicated
6-Mar	SLC25A36	non_indicated
6-Mar	PTPRK	non_indicated
6-Mar	RTN4	non_indicated
6-Mar	A1CF	non_indicated
6-Mar	CDCA7	non_indicated
PIK3R1	GPAM	non_indicated
SLC25A36	MYLIP	non_indicated
SLC25A36	FBXO38	non_indicated
SLC25A36	CAMK1	non_indicated
SLC25A36	WEE1	non_indicated
SLC25A36	TBC1D5	non_indicated
SLC25A36	FAM48A	non_indicated
SLC25A36	PDPR	non_indicated
SLC25A36	TLK1	non_indicated
SLC25A36	LOC648771	non_indicated
PTPRK	TBC1D8B	non_indicated
A1CF	FER1L4	non_indicated
MCL1	THBD	non_indicated
THBD	STEAP4	non_indicated
THBD	STC1	non_indicated
PTPN11	MAT2A	RASopathy_gene
JAK1	ZBTB38	non_indicated
JAK1	DDX17	non_indicated
ZBTB38	SH3RF1	non_indicated
DDX17	GON4L	non_indicated
DDX17	NBAS	non_indicated
DDX17	SFPQ	non_indicated
DDX17	TET2	non_indicated
DDX17	TOX4	non_indicated
DDX17	TES	non_indicated
DDX17	EHBP1	non_indicated
DDX17	LOC727820	non_indicated
DDX17	BTG1	non_indicated
DDX17	ZNF493	non_indicated
DDX17	RBM5	non_indicated
