source	interaction_type	target
AB007969	BN	MID1IP1 
AB007969	BN	PHLPP 
AB007969	BN	LRRC1 
AB007969	BN	PPFIBP2 
AB007969	BN	AK022155 
AB007969	BN	AK024385 
AB007969	BN	AK094909 
Contig55984_RC	BN	CP 
Contig55984_RC	BN	HSS00223815 
PREPL	BN	Contig45532_RC 
PREPL	BN	TRUB1 
DEFA3	BN	DEFA4 
AL137364	BN	MAP2K4 
AL137364	BN	LASS6 
AL137364	BN	Contig9524_RC 
AL137364	BN	Contig28098_RC 
AL137364	BN	AK023134 
AL137364	BN	BC037838 
MBOAT1	BN	CPXM2 
TGFB2	BN	GLIS3 
TGFB2	BN	SORBS1 
TGFB2	BN	RHPN2 
CAMK4	BN	GPRASP1 
IKZF1	BN	LAT2 
IKZF1	BN	RGS19 
IKZF1	BN	PIK3AP1 
IKZF1	BN	CCR1 
IKZF1	BN	CCR5 
C3	BN	CAPG 
Contig25861_RC	BN	Contig12803_RC 
Contig25861_RC	BN	Contig36122_RC 
Contig25861_RC	BN	HSS00332697 
Contig25861_RC	BN	BC017428 
LRRC1	BN	ANLN 
LRRC1	BN	ZBTB10 
LRRC1	BN	hCT1817657.2 
Contig50272_RC	BN	NM_175853 
Contig50272_RC	BN	hCT2255860 
Contig50272_RC	BN	hCT1820165 
Contig50272_RC	BN	BX487921 
Contig48481	BN	SC5DL 
Contig48481	BN	C7orf16 
Contig42933_RC	BN	AL833543 
PDE4DIP	BN	Contig40673_RC 
PDE4DIP	BN	IFRD1 
PDE4DIP	BN	IL17RB 
PDE4DIP	BN	CDK2AP1 
PDE4DIP	BN	SLC39A11 
PDE4DIP	BN	HSS00382749 
PDE4DIP	BN	HSS00334666 
RELB	BN	SH2D2A 
TRIM36	BN	AF131784 
TRIM36	BN	AK095768 
Contig31872_RC	BN	HGD 
C1orf61	BN	RGS20 
PJA2	BN	DYNLT3 
PJA2	BN	OAT 
PJA2	BN	CDC37L1 
PJA2	BN	GPIAP1 
PJA2	BN	VDAC3 
PJA2	BN	BCAS2 
PJA2	BN	AKAP11 
PJA2	BN	TOMM70A 
PJA2	BN	DHX36 
NMI	BN	GBP1 
NMI	BN	LAP3 
NMI	BN	SAMD9L 
NMI	BN	hCT2289195 
NMI	BN	XM_103235 
NMI	BN	SP110 
STEAP4	BN	IGFBP4 
STEAP4	BN	RBMS1 
MYH7	BN	TNNT2 
Contig41798_RC	BN	XM_210565 
MYCBP2	BN	Contig55770_RC 
MYCBP2	BN	NBEA 
C2	BN	TMEM45A 
LIMK2	BN	DUSP9 
LIMK2	BN	Contig48944_RC 
LIMK2	BN	AF131813 
LIMK2	BN	ANGPTL4 
LIMK2	BN	FAM20C 
LIMK2	BN	NM_152451 
AL157455	BN	HECW2 
AL157455	BN	AK021664 
AL157455	BN	EFHA2 
AL157455	BN	HSS00289298 
Contig36385_RC	BN	SREBF2 
Contig36385_RC	BN	Contig25861_RC 
Contig36385_RC	BN	Contig30671_RC 
Contig36385_RC	BN	AK022789 
AGTPBP1	BN	Contig45911_RC 
AGTPBP1	BN	ADSS 
AGTPBP1	BN	LANCL1 
AGTPBP1	BN	Contig48542_RC 
AGTPBP1	BN	AK7 
AGTPBP1	BN	NAV3 
AGTPBP1	BN	HSS00041590 
AGTPBP1	BN	BF959359 
IDS	BN	GDI1 
IGSF9B	BN	AF052108 
IGSF9B	BN	AF086052 
Contig46005_RC	BN	Contig5716_RC 
Contig46005_RC	BN	PLCL2 
FAM13C1	BN	MYCN 
Contig41005_RC	BN	Contig45443_RC 
Contig41005_RC	BN	Contig60553 
Contig41005_RC	BN	HSS00225494 
Contig41005_RC	BN	AK091521 
TTC12	BN	NM_032592 
TTC12	BN	NM_173677 
Contig44271_RC	BN	BC039411 
CCL26	BN	CNN2 
YWHAZ	BN	BC002770 
YWHAZ	BN	B3GALNT1 
CD72	BN	HEXIM1 
HAMP	BN	PIM1 
HAMP	BN	CISH 
MYO1D	BN	NKX2-2 
RIMBP2	BN	APOE 
RIMBP2	BN	ASB2 
RIMBP2	BN	HTR4 
RIMBP2	BN	DGKB 
RIMBP2	BN	AK057910 
RIMBP2	BN	AK090710 
NM_014074	BN	AK026818 
NM_014074	BN	IQCK 
SLC44A1	BN	MYOT 
SLC44A1	BN	CDC2L6 
SLC44A1	BN	SYNJ2 
EIF5A	BN	ENST00000301629 
AF019618	BN	SCAMP1 
AF019618	BN	RAB9B 
CCL2	BN	RGS16 
CCL2	BN	LDLR 
CCL2	BN	P2RY6 
NRN1	BN	C6orf115 
NRN1	BN	SHANK2 
PLD3	BN	TP53BP2 
BCL2A1	BN	MCTP2 
Contig54076_RC	BN	CSPG2 
Contig28164_RC	BN	AK022150 
Contig25617_RC	BN	AK022265 
TJP2	BN	CD44 
TJP2	BN	PHGDH 
TJP2	BN	PLEKHA7 
TJP2	BN	PI16 
CCL3	BN	CCL3L3 
CYP1B1	BN	PLA2G2A 
CYP1B1	BN	HTRA3 
HISPPD2A	BN	HSS00023265 
ITGB1	BN	SHE 
ITGB1	BN	P2RY5 
ITGB1	BN	DPYD 
MTA3	BN	TAF7L 
CTH	BN	C12orf29 
CTH	BN	MDGA1 
CTH	BN	XM_210610 
ELF4	BN	TIMP2 
CRABP2	BN	CLIC3 
CRABP2	BN	TP53I11 
CRABP2	BN	EGFL6 
CRABP2	BN	NM_203422 
SLC8A1	BN	C6orf115 
ISG15	BN	MX1 
LRRC49	BN	DDX1 
LRRC49	BN	NPFF 
Contig28712_RC	BN	LILRB5 
Contig28712_RC	BN	SLC6A20 
Contig60553	BN	Contig45464_RC 
HIST1H1C	BN	HIST2H2BE 
RNASE1	BN	ADSSL1 
RNASE1	BN	LGALS3BP 
FLI1	BN	CD34 
FLI1	BN	PLCG2 
FLI1	BN	CYYR1 
FLI1	BN	CXorf36 
FLI1	BN	AK090811 
TSC22D3	BN	IGFBP3 
NM_006009	BN	XM_063552 
IL17RB	BN	TPD52L1 
IL17RB	BN	Contig753_RC 
IL17RB	BN	RANBP3L 
TCN2	BN	RNPEP 
GYPC	BN	SLC15A3 
GYPC	BN	HSS00252834 
GPR109B	BN	MME 
GPR109B	BN	GPR109A 
LPHN2	BN	CNTN3 
LPHN2	BN	PLXNB3 
LPHN2	BN	FAM13A1 
LPHN2	BN	NM_175856 
LRP2	BN	PXK 
LRP2	BN	IGSF11 
DUSP5	BN	SELE 
C15orf23	BN	KLKB1 
C15orf23	BN	D83543 
NM_014731	BN	KCNH2 
NM_014731	BN	CITED2 
MAP3K9	BN	AF038185 
MAP3K9	BN	AB007863 
MAP3K9	BN	PTPN20A 
MAP3K9	BN	NM_199345 
PLXNA1	BN	CAMK2N1 
GLUL	BN	PPP1R3C 
CD47	BN	RUFY3 
CD47	BN	BAI3 
CD47	BN	MTX2 
CD47	BN	ZNF304 
CD47	BN	AK023572 
Contig49175_RC	BN	Contig38493_RC 
Contig49175_RC	BN	KIAA1107 
Contig49175_RC	BN	Contig42962_RC 
ACTG2	BN	CNN1 
ACTG2	BN	COL4A2 
SIDT1	BN	MAL2 
SIDT1	BN	SLC16A14 
SIDT1	BN	BC027906 
ITGB8	BN	AL157504 
FBXL17	BN	BC040634 
PTPRD	BN	Contig46881_RC 
PTPRD	BN	GPR137C 
GNAI1	BN	RAB33A 
GNAI1	BN	PLCL1 
GNAI1	BN	TMEFF2 
GNAI1	BN	RAPGEF5 
GNAI1	BN	SQLE 
GNAI1	BN	NM_017694 
GNAI1	BN	PDE1C 
GNAI1	BN	HSS00257342 
GPR158	BN	KCNJ3 
GPR158	BN	KCNK1 
GPR158	BN	Contig47441_RC 
GPR158	BN	PPM2C 
GPR158	BN	KHDRBS2 
GPR158	BN	AK058066 
GPR158	BN	hCT1830223.1 
FGF2	BN	Contig32084_RC 
FGF2	BN	FSTL1 
AL050061	BN	CTHRC1 
AL050061	BN	AK023883 
AL050061	BN	RSHL3 
AL050061	BN	NM_175897 
AL050061	BN	AK096780 
LSM11	BN	PRKAR2B 
LSM11	BN	Contig42253_RC 
LSM11	BN	XK 
LSM11	BN	RP11-130N24.1 
LSM11	BN	YPEL5 
Contig53223	BN	Contig42006_RC 
Contig53223	BN	AK056930 
NM_018723	BN	KCNA1 
LUZP1	BN	RFPL3 
LUZP1	BN	RFPL2 
Contig32084_RC	BN	PTCHD1 
HIVEP2	BN	ZNF238 
HIVEP2	BN	CRYBB2 
HIVEP2	BN	GRHL1 
HIVEP2	BN	ADCYAP1 
HIVEP2	BN	DKK1 
HIVEP2	BN	C3orf28 
HIVEP2	BN	HDAC9 
HIVEP2	BN	XM_209737 
FDFT1	BN	ASB2 
CRYAB	BN	CA4 
CRYAB	BN	HIST2H2BE 
CRYAB	BN	HSS00048926 
CRYAB	BN	HTATIP2 
Contig26141_RC	BN	SV2C 
CAB39L	BN	WDR64 
Contig48076_RC	BN	TSPAN13 
Contig48076_RC	BN	NM_015980 
Contig48076_RC	BN	PFTK1 
Contig48076_RC	BN	CDH9 
Contig48076_RC	BN	NAP1L2 
Contig48076_RC	BN	REEP1 
USH1C	BN	C2orf40 
VSIG4	BN	CD33 
VSIG4	BN	CD163 
HSD17B6	BN	SPON1 
KCNJ15	BN	GPR109A 
GPC5	BN	CPE 
GPC5	BN	CHRDL1 
GPC5	BN	SLC1A2 
NFE2L2	BN	BAZ1A 
NFE2L2	BN	ABHD5 
NFE2L2	BN	ZC3HAV1 
NFE2L2	BN	FBXO30 
NFE2L2	BN	TIPARP 
NFE2L2	BN	NEDD1 
UNC5C	BN	HSS00327746 
NEFL	BN	HN1 
NEFL	BN	TBC1D7 
NEFL	BN	NM_014392 
NEFL	BN	ATP6V1B2 
NEFL	BN	NEF3 
NEFL	BN	LGALS8 
C1orf95	BN	ARMC3 
BIRC5	BN	CEP55 
B3GNT1	BN	PEX11B 
B3GNT1	BN	DDX24 
CHST7	BN	CA12 
LTBP2	BN	IGF2 
LTBP2	BN	PCDH12 
LTBP2	BN	FAM20A 
NPTN	BN	NRXN1 
NPTN	BN	ENC1 
NPTN	BN	BTBD10 
NPTN	BN	HS6ST3 
NPTN	BN	FBXO34 
NPTN	BN	RFK 
AKR1C1	BN	AKR1C3 
TUBB4	BN	TUBB2A 
QPCT	BN	SEC23A 
QPCT	BN	ARL15 
Contig36928	BN	Contig24594_RC 
AASS	BN	RP11-50D16.3 
AASS	BN	AK023302 
AASS	BN	AL355689 
NDRG1	BN	ABCA8 
CHGB	BN	AK002107 
CHGB	BN	GPR158 
CHGB	BN	PCP4 
CHGB	BN	NELL1 
CHGB	BN	Contig23881_RC 
CHGB	BN	STAMBPL1 
CHGB	BN	NOTCH1 
AF052120	BN	hCT1970924.1 
EDIL3	BN	CHN2 
MERTK	BN	ENST00000289164 
HSPD1	BN	XPO1 
GCLM	BN	TXNRD1 
GCLM	BN	GNA14 
GCLM	BN	SPAG1 
GCLM	BN	ENST00000296660 
GCLM	BN	NRAS 
NGFR	BN	NPTX2 
ALAS1	BN	FDPS 
RP5-1054A22.3	BN	hCT1971143.1 
PCSK6	BN	C1orf133 
PCSK6	BN	AK022245 
CLIC1	BN	HLA-B 
CLIC1	BN	PRG1 
CLIC1	BN	SQRDL 
CLIC1	BN	CASP4 
CLIC1	BN	TUBB6 
Contig47381_RC	BN	Contig20953_RC 
Contig47381_RC	BN	P4HA1 
KCNS2	BN	FAM84A 
KCNS2	BN	FAM87A 
CLK1	BN	Contig67249_RC 
CLK1	BN	AK027219 
Contig9714_RC	BN	PSORS1C2 
Contig9714_RC	BN	BHLHB4 
Contig26388_RC	BN	AP1S2 
PYGM	BN	AK026818 
CLSTN1	BN	HSP90AB1 
CLSTN1	BN	GNAS 
CLSTN1	BN	THY1 
COL9A1	BN	PDGFRA 
COL9A1	BN	MYT1 
Contig32577_RC	BN	KCNQ1OT1 
CPNE6	BN	ABAT 
CPNE6	BN	KCNIP1 
CPNE6	BN	Contig12648_RC 
CPNE6	BN	DMGDH 
CPNE6	BN	RP13-102H20.1 
Contig31208_RC	BN	SREBF2 
Contig31208_RC	BN	HSS00045980 
MTTP	BN	SERPINI2 
SH3BP2	BN	STEAP3 
SH3BP2	BN	TK1 
STAT4	BN	AF052115 
STAT4	BN	AK094779 
STAT4	BN	HSS00247561 
STAT4	BN	hCT2250864 
STAT4	BN	HAR1A 
NM_006695	BN	KCNQ2 
NM_006695	BN	PDE2A 
NM_006695	BN	Contig48806_RC 
NM_006695	BN	JPH3 
NM_006695	BN	BC037800 
NM_006695	BN	THY1 
LY96	BN	TNFSF13B 
LY96	BN	PLA2G4A 
STAR	BN	C9orf91 
LRP4	BN	EMX2 
LRP4	BN	HSS00347162 
TRMT5	BN	Contig47297_RC 
TRMT5	BN	HMGN2 
TRMT5	BN	DIRC2 
TRMT5	BN	NRIP2 
TRMT5	BN	hCT2271356 
CD24	BN	AK095208 
FAM105A	BN	CD302 
FAM105A	BN	Contig66615_RC 
FAM105A	BN	CLEC7A 
Contig23475_RC	BN	ZNF658 
CNKSR2	BN	Contig42297_RC 
CNKSR2	BN	C1orf173 
CNKSR2	BN	SLC4A8 
CNKSR2	BN	BC022493 
Contig45834_RC	BN	NIT2 
Contig45834_RC	BN	DOCK7 
Contig45834_RC	BN	FAM118A 
Contig45834_RC	BN	TMBIM4 
SSPN	BN	Contig56513_RC 
SSPN	BN	PON2 
SSPN	BN	PFKFB2 
SSPN	BN	AGXT2L1 
LIG4	BN	RAPGEF4 
GYG2	BN	AQP1 
GYG2	BN	MAOB 
INPP5F	BN	PLCXD3 
HMGN2	BN	CMTM5 
HMGN2	BN	HEXIM1 
HMGN2	BN	PFKP 
ERBB2IP	BN	MAP4K4 
AF035318	BN	Contig39408_RC 
AF035318	BN	SFRS5 
AF035318	BN	AF264622 
AF035318	BN	AK024580 
AF035318	BN	AF052176 
Contig47405_RC	BN	NPTX1 
Contig47405_RC	BN	HS3ST2 
Contig47405_RC	BN	LMO1 
Contig47405_RC	BN	NM_020927 
LGMN	BN	XM_172410 
NM_018215	BN	B3GNT1 
NM_018215	BN	Contig14796_RC 
NM_018215	BN	AB051511 
Contig37371_RC	BN	CTDSP1 
Contig37371_RC	BN	Contig55201_RC 
Contig37371_RC	BN	AL109678 
Contig37371_RC	BN	FAM13A1 
Contig37371_RC	BN	RFPL3S 
Contig37371_RC	BN	ZNF452 
Contig37371_RC	BN	ZNF702 
MYO15A	BN	PRRT2 
MYO15A	BN	NM_139282 
TGFBR3	BN	TNFRSF11B 
TGFBR3	BN	ADAM12 
TGFBR3	BN	ADORA2B 
TGFBR3	BN	SYTL4 
TGFBR3	BN	HSS00262491 
ORC6L	BN	PRC1 
DDIT4	BN	F5 
Contig43664_RC	BN	BC020738 
Contig43664_RC	BN	hCT2321309 
EMID2	BN	B3GNT4 
EMID2	BN	BC037880 
STYK1	BN	KIAA1622 
SYN2	BN	Contig48076_RC 
SYN2	BN	CCK 
SYN2	BN	MYO5A 
SYN2	BN	CAMKV 
SYN2	BN	PRKCH 
SYN2	BN	C1orf115 
SYN2	BN	NAPB 
SYN2	BN	OPCML 
SYN2	BN	UBE2E2 
LRRC17	BN	CYSLTR1 
LRRC17	BN	DCDC2 
LRRC17	BN	ADAMTS5 
LRRC17	BN	RAB7B 
AL157466	BN	AF088024 
AL157466	BN	HSS00344378 
GRB14	BN	AK000957 
PPFIA2	BN	NOL4 
PPFIA2	BN	NLK 
Contig37978_RC	BN	Contig58042_RC 
Contig37978_RC	BN	HOOK1 
Contig37978_RC	BN	AF038201 
Contig37978_RC	BN	LHFPL5 
HIP1	BN	OLIG1 
HIP1	BN	CHD7 
HIP1	BN	PAQR8 
HIP1	BN	C10orf56 
Contig47879_RC	BN	LGI2 
Contig47879_RC	BN	HSS00334772 
RHBDD2	BN	PLD3 
RHBDD2	BN	ENST00000294482 
RHBDD2	BN	PIP5K2B 
CPOX	BN	TMEM16D 
Contig4595	BN	ADAMTS1 
FGF14	BN	C9orf4 
FGF14	BN	GNG2 
FGF14	BN	PPM1E 
FGF14	BN	HIVEP2 
FGF14	BN	HTR5A 
FGF14	BN	OPN3 
FGF14	BN	PKIB 
FGF14	BN	CADPS2 
FGF14	BN	JPH1 
FGF14	BN	AKT3 
FGF14	BN	hCT1825787.2 
GLCCI1	BN	Contig37540 
GLCCI1	BN	Contig31587_RC 
GLCCI1	BN	GOLGA1 
GLCCI1	BN	HSS00212150 
GLCCI1	BN	AK090904 
LPP	BN	AK024198 
BAZ1A	BN	AK021572 
BAZ1A	BN	AK024385 
BAZ1A	BN	ELF1 
BAZ1A	BN	AF085832 
ADORA2A	BN	Contig56093_RC 
ADORA2A	BN	CENPE 
SPATA13	BN	SPP1 
SPATA13	BN	ZNF217 
SPATA13	BN	TJP2 
SPATA13	BN	ACSL1 
SPATA13	BN	RP4-747L4.3 
SPATA13	BN	AL832253 
Contig42274_RC	BN	PCP4 
Contig42274_RC	BN	ENTPD3 
Contig41850_RC	BN	Contig38542_RC 
Contig41850_RC	BN	Contig52635_RC 
Contig41850_RC	BN	hCT1769654 
KIAA1949	BN	SH3TC1 
KIAA1949	BN	HLX1 
KIAA1949	BN	PPP1R14BP1 
KIAA1949	BN	TNFRSF10B 
MAOB	BN	DPYSL2 
MAOB	BN	CD99 
MAOB	BN	AF143880 
RCN2	BN	HDAC7A 
ANKRD9	BN	TRAPPC2L 
TUSC3	BN	B3GALNT1 
CCK	BN	KIF3C 
CCK	BN	AL359605 
CCK	BN	AL355699 
DNAJC3	BN	LRRIQ1 
AL117605	BN	SPTBN1 
CYBA	BN	ARPC1B 
CYBA	BN	PYCARD 
CD59	BN	FAM70B 
CD59	BN	ANGPT2 
CD59	BN	MCPH1 
CD59	BN	ATOH8 
CD59	BN	GJA4 
CD59	BN	C1orf90 
CD59	BN	IL15RA 
CD59	BN	AK097571 
CD59	BN	HSS00046440 
CD59	BN	MT1L 
IMPG1	BN	DGCR9 
IMPG1	BN	AF339815 
IMPG1	BN	HSS00104477 
SLC6A17	BN	FOSB 
SLC6A17	BN	LRFN5 
SLC35F1	BN	GALNT14 
SLC35F1	BN	CSPG5 
SLC35F1	BN	L31955 
LAMP2	BN	FAM84B 
LAMP2	BN	DIP2B 
LAMP2	BN	Contig54076_RC 
LAMP2	BN	ERBB2IP 
LAMP2	BN	SGK 
LAMP2	BN	C1QTNF3 
LAMP2	BN	RHOU 
LAMP2	BN	KIAA1900 
LAMP2	BN	CLDND1 
NR4A1	BN	CYR61 
AK001099	BN	FAM46A 
AK001099	BN	LEPR 
AK001099	BN	HSS00001419 
RNASET2	BN	ADORA3 
RNASET2	BN	hCT2270866 
FADS2	BN	C20orf58 
SLC15A3	BN	SLCO2B1 
SLC15A3	BN	BC073889 
CIDEA	BN	ROPN1L 
CIDEA	BN	XM_209601 
NEF3	BN	SNCG 
NEF3	BN	DSCR1L1 
NEF3	BN	NEFH 
NEF3	BN	EPDR1 
NNMT	BN	CCL14 
ACTR3B	BN	SLITRK5 
ACTR3B	BN	Contig33654_RC 
ACTR3B	BN	STYK1 
ACTR3B	BN	DBC1 
ACTR3B	BN	TMEM132D 
ACTR3B	BN	FHOD3 
TNFAIP8	BN	ARHGAP29 
TNFAIP8	BN	ARHGAP18 
TNFAIP8	BN	SLFN11 
TNFAIP8	BN	IER3 
PLEKHB1	BN	PHGDH 
PLEKHB1	BN	HSS00266793 
GIMAP4	BN	GIMAP5 
GIMAP4	BN	FLI1 
GIMAP4	BN	GIMAP6 
GIMAP4	BN	GIMAP8 
GIMAP4	BN	EVI1 
GIMAP4	BN	GIMAP2 
GIMAP4	BN	GIMAP7 
RABGAP1L	BN	RAPGEF2 
RABGAP1L	BN	SLC35F1 
GLI3	BN	BCAN 
ME3	BN	CHCHD6 
Contig45618_RC	BN	MAP2 
AL109678	BN	Contig31335_RC 
NM_021039	BN	CYBA 
Contig23804_RC	BN	PLK4 
Contig23804_RC	BN	RYBP 
Contig23804_RC	BN	SPTLC1 
PCOLCE	BN	TP53I11 
PCOLCE	BN	TSPAN4 
PCOLCE	BN	FZD2 
PCOLCE	BN	MDK 
PTPRB	BN	ABCB1 
GABRA1	BN	Contig32123_RC 
GABRA1	BN	Contig11666_RC 
GABRA1	BN	FRMPD4 
GABRA1	BN	CLCN4 
GABRA1	BN	RGS7 
PDLIM7	BN	HSD17B2 
Contig50520_RC	BN	AL049990 
KIAA1107	BN	EFCBP1 
SYT1	BN	TBC1D9 
SYT1	BN	CLGN 
SYT1	BN	KNS2 
SYT1	BN	ENST00000285289 
SYT1	BN	KCNIP4 
SYT1	BN	NM_017694 
SYT1	BN	TBR1 
SYT1	BN	SCN3B 
SYT1	BN	TCEAL6 
HSD17B1	BN	Contig19324_RC 
HSD17B1	BN	Contig67249_RC 
HSD17B1	BN	C6orf85 
HSD17B1	BN	NM_174898 
HSD17B1	BN	C10orf85 
HSD17B1	BN	BC041650 
HSD17B1	BN	ZKSCAN1 
JAG1	BN	Contig4595 
JAG1	BN	SNF1LK 
IL13RA1	BN	ABCC4 
PTPRH	BN	TP53INP2 
Contig25356_RC	BN	Contig40149_RC 
Contig25356_RC	BN	ST3GAL5 
CPZ	BN	COL5A1 
CPZ	BN	OSR1 
CPZ	BN	CPXM1 
CPZ	BN	ALDH1A2 
KLF2	BN	KLF4 
KLF2	BN	AK000850 
NDUFA4	BN	GDPD1 
NDUFA4	BN	ENST00000273343 
NDUFA4	BN	hCT24071.2 
AF007147	BN	AF035318 
TYROBP	BN	ARHGDIB 
TYROBP	BN	BTK 
TYROBP	BN	ITGB2 
TYROBP	BN	PILRA 
TYROBP	BN	ITGAM 
TYROBP	BN	LAPTM5 
TYROBP	BN	CPVL 
TYROBP	BN	CXCL16 
TYROBP	BN	CENTA2 
CLSTN3	BN	ENSA 
CLSTN3	BN	AK094857 
NGFRAP1L1	BN	Contig47779_RC 
NGFRAP1L1	BN	PPEF1 
NGFRAP1L1	BN	SCG2 
NGFRAP1L1	BN	YWHAZ 
NGFRAP1L1	BN	GABRG2 
NGFRAP1L1	BN	ATP6V1E1 
NGFRAP1L1	BN	TCEAL3 
Contig38790_RC	BN	ANKRD13D 
Contig38790_RC	BN	TMEM137 
Contig38790_RC	BN	CCDC117 
SPTAN1	BN	B3GNT1 
SYT7	BN	OLFM1 
SYT7	BN	ACVR1B 
CASQ1	BN	PDZRN4 
CASQ1	BN	RDS 
CASQ1	BN	GBP3 
CASQ1	BN	AK097894 
CASQ1	BN	HSS00292356 
Contig44758_RC	BN	SMAP1L 
Contig44758_RC	BN	PPM1J 
Contig44758_RC	BN	SLC26A4 
PDZRN3	BN	Contig50905_RC 
PDZRN3	BN	FZD1 
PIK3AP1	BN	CD300A 
PIK3AP1	BN	NM_052864 
FMOD	BN	LRRC54 
FMOD	BN	IGFBP2 
FMOD	BN	Contig34989_RC 
FMOD	BN	PCOLCE 
FMOD	BN	GPC3 
FMOD	BN	SERPIND1 
Contig40149_RC	BN	Contig31208_RC 
Contig40149_RC	BN	PPP2R1B 
Contig40149_RC	BN	AK023687 
Contig40149_RC	BN	PDGFA 
Contig39710_RC	BN	PF4V1 
Contig39710_RC	BN	KDR 
Contig39710_RC	BN	CPXM1 
NM_006102	BN	FAT4 
NM_006102	BN	AF085832 
AB041269	BN	KRT19 
IQWD1	BN	TSPYL5 
HS3ST2	BN	BCL11B 
HS3ST2	BN	CNIH3 
HS3ST2	BN	hCT2343244 
ARSF	BN	CHST7 
ARSF	BN	S100A6 
ARSF	BN	LYPD1 
GPR125	BN	ATP13A5 
PLAUR	BN	RSE_00000807432 
PLAUR	BN	STC1 
PLAUR	BN	CCL20 
PLAUR	BN	BC041464 
AF038185	BN	AP3B2 
AF038185	BN	LRRK1 
BMP6	BN	PRKCDBP 
BMP6	BN	AK090741 
MYO5A	BN	AF038201 
MYO5A	BN	AL512695 
MYO5A	BN	AK094803 
TIMP3	BN	Contig44987_RC 
TIMP3	BN	APCDD1 
TIMP3	BN	HSS00013878 
C20orf46	BN	DGAT2 
Contig48613_RC	BN	ZC3H12B 
Contig51392_RC	BN	Contig38790_RC 
Contig51392_RC	BN	PCDH10 
Contig51392_RC	BN	HSS00082598 
EPHA2	BN	CXCL1 
EPHA2	BN	GPR4 
EEF1B2	BN	AF091236 
NMB	BN	MASP1 
RDS	BN	HSS00303261 
RGR	BN	DNALI1 
APLP1	BN	RASAL1 
PPP3CA	BN	Contig23421_RC 
PPP3CA	BN	Contig42161_RC 
PPP3CA	BN	NM_018723 
PPP3CA	BN	CACNB4 
PPP3CA	BN	AK025909 
PPP3CA	BN	AK054829 
PPP3CA	BN	NM_173848 
AF035317	BN	NRN1 
AF035317	BN	OCIAD2 
AF035317	BN	KCNV1 
AF035317	BN	HSS00334428 
Contig6323_RC	BN	NANOG 
Contig6323_RC	BN	AL110206 
LRRTM2	BN	HSPB2 
LRRTM2	BN	PPFIA2 
LRRTM2	BN	AK022141 
REPS2	BN	PPM1H 
REPS2	BN	SERPINI1 
REPS2	BN	CD47 
ANKRD25	BN	Contig52214_RC 
ANKRD25	BN	CTGF 
ANKRD25	BN	TCF7L1 
ANKRD25	BN	JUB 
ANKRD25	BN	MRGPRF 
ANKRD25	BN	ZIC2 
ANKRD25	BN	AK027848 
ANKRD25	BN	HSS00013878 
YWHAH	BN	SKAP2 
YWHAH	BN	PAK3 
YWHAH	BN	CA10 
YWHAH	BN	SSTR1 
YWHAH	BN	SNCA 
YWHAH	BN	IQWD1 
YWHAH	BN	CHCHD6 
YWHAH	BN	KCTD1 
YWHAH	BN	MLLT11 
FOS	BN	JUNB 
FOS	BN	JUN 
FOS	BN	ATF3 
AF070602	BN	AL157458 
HBA2	BN	ALAS2 
Contig45345_RC	BN	SLC25A12 
Contig45345_RC	BN	MYCBP2 
Contig45345_RC	BN	Contig9229 
Contig45345_RC	BN	DAPK1 
Contig45345_RC	BN	C20orf103 
Contig45345_RC	BN	ENTPD3 
OLAH	BN	ADH1A 
CACNB4	BN	Contig14671_RC 
CACNB4	BN	HSS00040851 
CACNB4	BN	HSS00204391 
RANBP6	BN	KLHDC5 
RANBP6	BN	AP1S2 
RANBP6	BN	ETNK1 
RANBP6	BN	PLDN 
RANBP6	BN	ABHD10 
RANBP6	BN	AKT3 
RANBP6	BN	CCDC132 
DDX11	BN	hCT2289405 
MAD2L1	BN	PTX3 
MAD2L1	BN	HMMR 
VGLL3	BN	CAV1 
CASP4	BN	GBP2 
CASP4	BN	AW673036_RC 
CASP4	BN	KCNJ15 
CASP4	BN	LY96 
CASP4	BN	NP 
CASP4	BN	CLEC2B 
CASP4	BN	RBMS1 
CASP4	BN	IBRDC2 
CASP4	BN	HAPLN3 
CASP4	BN	KIAA0040 
CASP4	BN	TM4SF1 
CASP4	BN	CASP1 
CASP4	BN	GABRE 
CASP4	BN	BC035072 
LGALS3	BN	ALDH1L1 
Contig57230_RC	BN	PRKAR2B 
Contig57230_RC	BN	DYNLT3 
Contig57230_RC	BN	Contig23423_RC 
Contig57230_RC	BN	UBE2V2 
SLC39A14	BN	hCT1970968.1 
RRM2	BN	AK095096 
RRM2	BN	CYP19A1 
BSN	BN	KCNK9 
BSN	BN	AF052109 
BSN	BN	SLC25A22 
BSN	BN	AK055457 
BSN	BN	HTR1E 
CDC2L6	BN	NM_207508 
SRPX2	BN	Contig375_RC 
Contig37920_RC	BN	Contig36432_RC 
Contig37920_RC	BN	CLK1 
Contig37920_RC	BN	KCNJ2 
Contig37920_RC	BN	C9orf65 
Contig37920_RC	BN	ZNF397 
Contig37920_RC	BN	GAB1 
FRZB	BN	FBLN5 
FRZB	BN	F10 
FRZB	BN	COL1A2 
FRZB	BN	SGCD 
FRZB	BN	SNAI2 
FRZB	BN	OLFML2A 
FRZB	BN	AGTR1 
Contig10154_RC	BN	NAP1L3 
Contig10154_RC	BN	AUH 
Contig10154_RC	BN	HSS00265340 
